"","country","sex","bc_cate","edu2","TotalN","ChildlessN","NeverInUnionN","prop_childless","prop_neverinunion"
"686","France","Men","1950-1959",NA,35233.921565113,3268.39345311476,NA,9.3,NA
"687","France","Men","1960-1969","High",2171110.29985302,468261.328474374,149885.331774453,21.6,32
"688","France","Men","1960-1969","Low",2021682.11446046,451248.38060768,181322.945721765,22.3,40.2
"689","France","Men","1960-1969",NA,37635.6535045612,16896.9167480469,10402.1437988281,44.9,61.6
"690","France","Men","1970-1979","High",97939.5767359042,35326.4552634736,3478.96798064764,36.1,9.8
"691","France","Men","1970-1979","Low",376775.959022634,95007.6684711826,37169.2031421874,25.2,39.1
"692","France","Men","1970-1979",NA,14.4877565728934,1.98177775018415,NA,13.7,NA
"693","France","Men","1980-1989","High",99.9085407290984,19.7805908950688,0.938481321190373,19.8,4.7
"694","France","Men","1980-1989","Low",62.6465515550784,19.8893826203616,3.20230458361916,31.7,16.1
"695","France","Men","1980-1989",NA,13.7081448421857,NA,NA,NA,NA
"696","France","Women","1910-1919","High",7.35129172278496,NA,NA,NA,NA
"697","France","Women","1910-1919","Low",6.46547396513225,NA,NA,NA,NA
"698","France","Women","1920-1929","High",497939.267090874,101486.173919115,32134.450133229,20.4,31.7
"699","France","Women","1920-1929","Low",419038.000246079,75472.3615421493,21277.3700319487,18,28.2
"700","France","Women","1920-1929",NA,14145.8553481438,3431.10857362578,3431.10857362578,24.3,100
"701","France","Women","1930-1939","High",1462934.40078011,176619.565654559,59615.3401109456,12.1,33.8
"702","France","Women","1930-1939","Low",1140949.6444842,117265.487279778,39226.3489996338,10.3,33.5
"703","France","Women","1930-1939",NA,64636.2144517268,1.86287072264263,NA,0,NA
"704","France","Women","1940-1949","High",1775467.89406807,260774.058356728,72267.5513841093,14.7,27.7
"705","France","Women","1940-1949","Low",1475044.96398772,129115.592913365,41562.0436851648,8.8,32.2
"706","France","Women","1940-1949",NA,43737.815330742,1.49198631623381,NA,0,NA
"707","France","Women","1950-1959","High",2195230.17661909,265641.503148028,64299.5822659973,12.1,24.2
"708","France","Women","1950-1959","Low",2123274.36511389,208799.721855118,82091.9946351119,9.8,39.3
"709","France","Women","1950-1959",NA,21391.617264082,NA,NA,NA,NA
"710","France","Women","1960-1969","High",2067385.32631693,345073.40995824,104027.401302179,16.7,30.1
"711","France","Women","1960-1969","Low",2298896.45913659,216192.88727255,65691.1292916093,9.4,30.4
"712","France","Women","1960-1969",NA,31001.8770597762,4485.26953125,NA,14.5,NA
"713","France","Women","1970-1979","High",51209.4922815256,3319.38885716616,3288.09502004612,6.5,99.1
"714","France","Women","1970-1979","Low",365973.691359566,52234.3415507385,29239.4521964879,14.3,56
"715","France","Women","1970-1979",NA,3527.3583984375,NA,NA,NA,NA
"716","France","Women","1980-1989","High",92.0527696902923,18.4405657959474,NA,20,NA
"717","France","Women","1980-1989","Low",94.4963527056169,10.8691874293411,NA,11.5,NA
"718","France","Women","1980-1989",NA,0.934939859550568,NA,NA,NA,NA
"719","Gabon","Men","1950-1959","High",220.942560713738,1.62272200733423,0.671391010284424,0.7,41.4
"720","Gabon","Men","1950-1959","Low",138.510839503258,2.13901202380657,1.13402401655912,1.5,53
"721","Gabon","Men","1950-1959",NA,4.78252220153809,NA,NA,NA,NA
"722","Gabon","Men","1960-1969","High",543.812726423144,17.2402067556977,0.0672790035605431,3.2,0.4
"723","Gabon","Men","1960-1969","Low",383.822736639529,11.7104330174625,5.55252800881863,3.1,47.4
"724","Gabon","Men","1960-1969",NA,0.245775997638702,NA,NA,NA,NA
"725","Gabon","Men","1970-1979","High",574.2394073084,54.2803498059511,20.5201693177223,9.5,37.8
"726","Gabon","Men","1970-1979","Low",376.988825235516,46.8024040646851,26.0029387921095,12.4,55.6
"727","Gabon","Men","1970-1979",NA,4.78252220153809,NA,NA,NA,NA
"728","Gabon","Women","1960-1969","High",686.231819190085,23.0808573067188,4.97582606971264,3.4,21.6
"729","Gabon","Women","1960-1969","Low",317.239507164806,10.9089129790664,2.06358394026756,3.4,18.9
"730","Gabon","Women","1970-1979","High",809.785218510777,45.0626543685794,16.3650471419096,5.6,36.3
"731","Gabon","Women","1970-1979","Low",489.561797223985,22.3071482032537,4.20358800888062,4.6,18.8
"732","Gabon","Women","1970-1979",NA,2.73959493637085,NA,NA,NA,NA
"733","Gambia","Men","1960-1969","High",196.020165920258,6.96263005584478,2.66754104197025,3.6,38.3
"734","Gambia","Men","1960-1969","Low",170.374688565731,1.04998302459717,NA,0.6,NA
"735","Gambia","Men","1970-1979","High",402.691760003567,27.1664328053594,18.4632979407907,6.7,68
"736","Gambia","Men","1970-1979","Low",290.613314814866,13.4732481688261,5.49603815376759,4.6,40.8
"737","Gambia","Men","1980-1989","High",276.95073351264,53.0205320119858,40.1296250224113,19.1,75.7
"738","Gambia","Men","1980-1989","Low",242.897563330829,23.422592073679,10.8072469234467,9.6,46.1
"739","Gambia","Women","1970-1979","High",605.057135015726,23.5194050073624,4.01474893093109,3.9,17.1
"740","Gambia","Women","1970-1979","Low",1093.77880010754,23.8546422272921,0.179158002138138,2.2,0.8
"741","Gambia","Women","1980-1989","High",621.278267256916,51.1919660717249,12.1110639870167,8.2,23.7
"742","Gambia","Women","1980-1989","Low",863.608458742499,18.9471517801285,3.41823896765709,2.2,18
"743","Georgia","Men","1920-1929","High",36.6597276926041,1.76418226957321,NA,4.8,NA
"744","Georgia","Men","1920-1929","Low",34.9967611432076,NA,NA,NA,NA
"745","Georgia","Men","1920-1929",NA,48.4446204304695,3.02110588550568,1.97717618942261,6.2,65.4
"746","Georgia","Men","1930-1939","High",154.83999890089,13.2815070152283,5.51832294464111,8.6,41.5
"747","Georgia","Men","1930-1939","Low",153.661260247231,3.02110588550568,1.04392969608307,2,34.6
"748","Georgia","Men","1930-1939",NA,185.508282899857,11.860414147377,7.04377490282059,6.4,59.4
"749","Georgia","Men","1940-1949","High",208.085497140884,9.61222475767136,2.87714648246765,4.6,29.9
"750","Georgia","Men","1940-1949","Low",182.674438774586,9.73377954959869,3.74774956703186,5.3,38.5
"751","Georgia","Men","1940-1949",NA,67.2287623286247,7.91455924510956,0.988588094711304,11.8,12.5
"752","Georgia","Men","1950-1959","High",416.566148519516,36.9907174110413,29.099117398262,8.9,78.7
"753","Georgia","Men","1950-1959","Low",306.986949265003,17.7380607128143,9.0565270781517,5.8,51.1
"754","Georgia","Men","1950-1959",NA,38.8920818567276,2.02496671676636,1.03637862205505,5.2,51.2
"755","Georgia","Men","1960-1969","High",514.531567394733,83.3151389956474,60.329463839531,16.2,72.4
"756","Georgia","Men","1960-1969","Low",456.844337940216,49.981897175312,35.9296125769615,10.9,71.9
"757","Georgia","Men","1960-1969",NA,40.0440319776535,11.0466293692589,8.26999324560165,27.6,74.9
"758","Georgia","Men","1970-1979","High",25.4508457779884,12.7009082436562,9.53736567497253,49.9,75.1
"759","Georgia","Men","1970-1979","Low",95.7030838727951,28.0901260375977,19.4993463754654,29.4,69.4
"760","Georgia","Men","1970-1979",NA,3.10688972473145,NA,NA,NA,NA
"761","Georgia","Women","1920-1929","High",55.9889280796051,11.722011744976,6.38824409246445,20.9,54.5
"762","Georgia","Women","1920-1929","Low",47.7624838352203,9.8111897110939,7.18165802955627,20.5,73.2
"763","Georgia","Women","1920-1929",NA,91.6423082947731,11.6399055719376,7.16974014043808,12.7,61.6
"764","Georgia","Women","1930-1939","High",205.343659996986,33.4281696081161,22.4273985624313,16.3,67.1
"765","Georgia","Women","1930-1939","Low",197.177649140358,20.886910378933,8.78862833976746,10.6,42.1
"766","Georgia","Women","1930-1939",NA,247.189857602119,24.4009720683098,13.782035946846,9.9,56.5
"767","Georgia","Women","1940-1949","High",286.995680570602,41.3131718039513,30.4525483250618,14.4,73.7
"768","Georgia","Women","1940-1949","Low",241.002857387066,25.2490518093109,14.5050840377808,10.5,57.4
"769","Georgia","Women","1940-1949",NA,112.1469835639,12.0091381669044,6.85189419984818,10.7,57.1
"770","Georgia","Women","1950-1959","High",467.488685071468,44.528393805027,31.9820410609245,9.5,71.8
"771","Georgia","Women","1950-1959","Low",362.40124964714,38.0812175869942,26.3443523049355,10.5,69.2
"772","Georgia","Women","1950-1959",NA,72.4291791915894,6.90931171178818,3.61901819705963,9.5,52.4
"773","Georgia","Women","1960-1969","High",673.909622788429,113.482650697231,91.7634429931641,16.8,80.9
"774","Georgia","Women","1960-1969","Low",429.387718379498,37.8180606365204,27.1976882219315,8.8,71.9
"775","Georgia","Women","1960-1969",NA,55.7841131687164,5.21072781085968,5.21072781085968,9.3,100
"776","Georgia","Women","1970-1979","High",18.1629574894905,1.99115771055222,NA,11,NA
"777","Georgia","Women","1970-1979","Low",146.399229228497,21.9318442940712,15.76935338974,15,71.9
"778","Georgia","Women","1970-1979",NA,15.9489004015923,NA,NA,NA,NA
"779","Germany","Men","1910-1919","High",4.57669197753682,0.836481351896225,NA,18.3,NA
"780","Germany","Men","1910-1919","Low",5.26258291562616,NA,NA,NA,NA
"781","Germany","Men","1920-1929","High",124.903176933645,18.0504532597427,3.37200000882149,14.5,18.7
"782","Germany","Men","1920-1929","Low",167.215206371955,30.6092737329592,8.25200003385544,18.3,27
"783","Germany","Men","1920-1929",NA,8.05898496002578,2.76157044432958,NA,34.3,NA
"784","Germany","Men","1930-1939","High",439.944180201261,82.0206747364257,24.0405472028594,18.6,29.3
"785","Germany","Men","1930-1939","Low",708.982486808746,111.992778844561,24.8883707659227,15.8,22.2
"786","Germany","Men","1930-1939",NA,35.2620909929184,5.76217650377689,NA,16.3,NA
"787","Germany","Men","1940-1949","High",722.404890378359,135.831849117865,19.7139998674393,18.8,14.5
"788","Germany","Men","1940-1949","Low",872.28529239351,169.32119795408,37.9633426599211,19.4,22.4
"789","Germany","Men","1940-1949",NA,5.11199992895126,0.791999995708466,NA,15.5,NA
"790","Germany","Men","1950-1959","High",870.253368540683,195.356627865897,43.5486801575367,22.4,22.3
"791","Germany","Men","1950-1959","Low",1146.98991017067,264.268217378079,96.0064239379567,23,36.3
"792","Germany","Men","1950-1959",NA,6.71452263775441,0.0417453065851543,NA,0.6,NA
"793","Germany","Men","1960-1969","High",1147.42681061386,393.84017379361,144.627283903969,34.3,36.7
"794","Germany","Men","1960-1969","Low",1264.79832655761,356.601436742274,139.956471530962,28.2,39.2
"795","Germany","Men","1960-1969",NA,34.1220070416175,18.2183873731409,11.6269999146461,53.4,63.8
"796","Germany","Men","1970-1979","High",254.37312275217,85.0700727970707,18.4205665137347,33.4,21.7
"797","Germany","Men","1970-1979","Low",458.021880291041,161.115530814616,57.2193706108272,35.2,35.5
"798","Germany","Men","1970-1979",NA,2349.45072586401,849.885299764574,332.152783334255,36.2,39.1
"799","Germany","Men","1980-1989","High",102.603873580936,45.8727378682672,3.34741625560923,44.7,7.3
"800","Germany","Men","1980-1989","Low",125.513572989325,63.9289739129268,8.51222437680667,50.9,13.3
"801","Germany","Women","1910-1919","High",22.8752451284846,NA,NA,NA,NA
"802","Germany","Women","1910-1919","Low",41.8499494811457,13.5035009857622,2.21847159254891,32.3,16.4
"803","Germany","Women","1920-1929","High",258.165423264189,78.5207823753145,35.6708151192094,30.4,45.4
"804","Germany","Women","1920-1929","Low",338.653297717739,51.1721804855769,27.1929587142834,15.1,53.1
"805","Germany","Women","1920-1929",NA,14.585958285204,2.02488684835586,NA,13.9,NA
"806","Germany","Women","1930-1939","High",552.875028310332,100.620376908808,37.6544738557047,18.2,37.4
"807","Germany","Women","1930-1939","Low",711.129152940236,100.993571626482,36.7770052264949,14.2,36.4
"808","Germany","Women","1930-1939",NA,22.7480975293472,10.7823321861997,6.77386060199547,47.4,62.8
"809","Germany","Women","1940-1949","High",613.525608476362,109.960331754453,15.3107741789917,17.9,13.9
"810","Germany","Women","1940-1949","Low",1053.8052189283,157.690074189171,25.0876199063584,15,15.9
"811","Germany","Women","1940-1949",NA,15.3709783704014,3.17027803148409,NA,20.6,NA
"812","Germany","Women","1950-1959","High",816.494258632427,129.938336301332,25.8346914955309,15.9,19.9
"813","Germany","Women","1950-1959","Low",1346.39719864092,192.046362367034,38.1217425993469,14.3,19.9
"814","Germany","Women","1950-1959",NA,20.9505584732235,11.9145856427644,NA,56.9,NA
"815","Germany","Women","1960-1969","High",1050.12611007824,207.226347005342,66.4891920325303,19.7,32.1
"816","Germany","Women","1960-1969","Low",1326.73187370047,203.415371454078,43.3039054638941,15.3,21.3
"817","Germany","Women","1960-1969",NA,17.4029834398143,3.0160000026226,3.0160000026226,17.3,100
"818","Germany","Women","1970-1979","High",272.563532269276,44.5573316192625,5.93178319009542,16.3,13.3
"819","Germany","Women","1970-1979","Low",434.101069413513,88.0028516899745,19.6304882447978,20.3,22.3
"820","Germany","Women","1970-1979",NA,2294.81615594349,585.179474577308,176.220590978861,25.5,30.1
"821","Germany","Women","1980-1989","High",102.806199933079,29.6257179288579,5.2186189625786,28.8,17.6
"822","Germany","Women","1980-1989","Low",93.696401520872,5.29861975510084,NA,5.7,NA
"823","Ghana","Men","1950-1959","High",161.559469372034,3.5402569770813,NA,2.2,NA
"824","Ghana","Men","1950-1959","Low",64.3047530278563,1.28259205818176,1.28259205818176,2,100
"825","Ghana","Men","1960-1969","High",455.993153892457,21.9700319170952,14.0218650102615,4.8,63.8
"826","Ghana","Men","1960-1969","Low",201.830705597997,4.40763995051384,2.73654398322105,2.2,62.1
"827","Ghana","Men","1970-1979","High",636.947327010334,62.8951168358326,34.4987890124321,9.9,54.9
"828","Ghana","Men","1970-1979","Low",283.330401912332,12.0527700260282,6.22732603549957,4.3,51.7
"829","Ghana","Women","1960-1969","High",468.083192646503,13.6853098869324,1.07940995693207,2.9,7.9
"830","Ghana","Women","1960-1969","Low",398.411840543151,5.04147201776505,0.563367009162903,1.3,11.2
"831","Ghana","Women","1970-1979","High",1333.6295235604,74.4600051343441,21.4737919569016,5.6,28.8
"832","Ghana","Women","1970-1979","Low",982.083874195814,23.5631718337536,3.76000997424126,2.4,16
"833","Guatemala","Men","1950-1959","High",205.486696183681,10.213830113411,4.8081910610199,5,47.1
"834","Guatemala","Men","1950-1959","Low",332.841001100838,11.5429321527481,5.67490205168724,3.5,49.2
"835","Guatemala","Men","1960-1969","High",622.605537436903,36.2546497881413,25.830776900053,5.8,71.2
"836","Guatemala","Men","1960-1969","Low",837.845843650401,37.047524958849,22.6756399869919,4.4,61.2
"837","Guatemala","Men","1970-1979","High",1025.66746553779,90.1717248857021,57.0580280125141,8.8,63.3
"838","Guatemala","Men","1970-1979","Low",987.050388932228,89.1911464035511,57.0664373040199,9,64
"839","Guatemala","Men","1980-1989","High",17.1547259092331,1.87412995100021,0.386954009532928,10.9,20.6
"840","Guatemala","Men","1980-1989","Low",28.788272947073,2.54908394813538,2.54908394813538,8.9,100
"841","Guatemala","Women","1960-1969","High",749.119848057628,52.914913892746,36.1017038822174,7.1,68.2
"842","Guatemala","Women","1960-1969","Low",1274.29443185776,43.6000709831715,28.5402869880199,3.4,65.5
"843","Guatemala","Women","1970-1979","High",2330.19615660608,179.355685070157,130.715087965131,7.7,72.9
"844","Guatemala","Women","1970-1979","Low",3120.81725201011,162.337300047278,116.630051083863,5.2,71.8
"845","Guatemala","Women","1980-1989","High",63.8618043959141,10.3361819982529,7.1122270822525,16.2,68.8
"846","Guatemala","Women","1980-1989","Low",95.5293401181698,9.22308504581451,7.03046506643295,9.7,76.2
"847","Guinea","Men","1950-1959","High",10.6095230579376,NA,NA,NA,NA
"848","Guinea","Men","1950-1959","Low",26.8766978383064,NA,NA,NA,NA
"849","Guinea","Men","1960-1969","High",127.803618699312,2.29302495718002,1.65459394454956,1.8,72.2
"850","Guinea","Men","1960-1969","Low",387.159534007311,8.50912690162659,3.99341994524002,2.2,46.9
"851","Guinea","Men","1970-1979","High",248.298276662827,14.7630791068077,5.78690302371979,5.9,39.2
"852","Guinea","Men","1970-1979","Low",528.460366934538,18.7599620819092,6.35813701152802,3.5,33.9
"853","Guinea","Men","1980-1989","High",128.622170954943,30.2511030435562,14.812882900238,23.5,49
"854","Guinea","Men","1980-1989","Low",234.210090368986,24.3360807299614,14.0566598176956,10.4,57.8
"855","Guinea","Women","1960-1969","High",17.2727041244507,NA,NA,NA,NA
"856","Guinea","Women","1960-1969","Low",153.935481190681,11.0521720051765,2.9341059923172,7.2,26.5
"857","Guinea","Women","1970-1979","High",189.576278597116,14.9378319978714,2.52670800685883,7.9,16.9
"858","Guinea","Women","1970-1979","Low",1727.43912258744,72.0510136783123,9.00436598062515,4.2,12.5
"859","Guinea","Women","1980-1989","High",152.743810757995,13.0837070941925,5.47308611869812,8.6,41.8
"860","Guinea","Women","1980-1989","Low",924.987051740289,40.5420454740524,2.14475202560425,4.4,5.3
"861","Guyana","Men","1950-1959","High",25.3822789788246,0.665053009986877,0.305727005004883,2.6,46
"862","Guyana","Men","1950-1959","Low",20.4017199277878,0.593914985656738,NA,2.9,NA
"863","Guyana","Men","1960-1969","High",503.076846122742,65.3390367254615,28.1643407940865,13,43.1
"864","Guyana","Men","1960-1969","Low",379.250181738287,47.7924856096506,26.2143969237804,12.6,54.9
"865","Guyana","Men","1960-1969",NA,5.225929915905,2.19153690338135,2.19153690338135,41.9,100
"866","Guyana","Men","1970-1979","High",233.04598095268,35.2497779503465,18.8388522565365,15.1,53.4
"867","Guyana","Men","1970-1979","Low",172.793105971068,27.1167958974838,11.541354984045,15.7,42.6
"868","Guyana","Men","1970-1979",NA,0.2620530128479,NA,NA,NA,NA
"869","Guyana","Women","1950-1959","High",29.3854460716248,3.40560299158096,3.40560299158096,11.6,100
"870","Guyana","Women","1950-1959","Low",25.9607971608639,NA,NA,NA,NA
"871","Guyana","Women","1960-1969","High",762.113825105131,56.400091201067,26.9392140507698,7.4,47.8
"872","Guyana","Women","1960-1969","Low",481.406300697476,36.6059699207544,13.4330819547176,7.6,36.7
"873","Guyana","Women","1960-1969",NA,0.618870973587036,NA,NA,NA,NA
"874","Guyana","Women","1970-1979","High",384.395908512175,33.231180280447,19.275945276022,8.6,58
"875","Guyana","Women","1970-1979","Low",226.807658787817,13.8531990647316,6.65708303451538,6.1,48.1
"876","Guyana","Women","1970-1979",NA,0.842243015766144,NA,NA,NA,NA
"877","Haiti","Men","1950-1959","High",436.034496173263,7.82367798686028,2.96567103266716,1.8,37.9
"878","Haiti","Men","1950-1959","Low",667.398183643818,13.424175798893,8.77508980035782,2,65.4
"879","Haiti","Men","1960-1969","High",847.784428700805,31.8403361290693,13.0934710204601,3.8,41.1
"880","Haiti","Men","1960-1969","Low",1061.02718171477,29.4317889213562,15.6139881014824,2.8,53.1
"881","Haiti","Men","1970-1979","High",1012.60968193412,78.6636077463627,34.5722929239273,7.8,43.9
"882","Haiti","Men","1970-1979","Low",1227.59534145892,77.2304961383343,57.317969173193,6.3,74.2
"883","Haiti","Men","1980-1989","High",282.215291589499,46.1954716444016,25.5819509625435,16.4,55.4
"884","Haiti","Men","1980-1989","Low",319.045477434993,32.6303369998932,21.7182730138302,10.2,66.6
"885","Haiti","Women","1950-1959","High",104.458752915263,NA,NA,NA,NA
"886","Haiti","Women","1950-1959","Low",347.285344332457,NA,NA,NA,NA
"887","Haiti","Women","1960-1969","High",491.16210334748,15.3238918185234,6.18742591142654,3.1,40.4
"888","Haiti","Women","1960-1969","Low",716.0322785303,7.68596488237381,1.17464995384216,1.1,15.3
"889","Haiti","Women","1970-1979","High",1372.19298740476,135.288703292608,53.3080565035343,9.9,39.4
"890","Haiti","Women","1970-1979","Low",1351.06270597875,26.6193440407515,13.2500829845667,2,49.8
"891","Haiti","Women","1980-1989","High",268.170005589724,60.0970646068454,31.0250129103661,22.4,51.6
"892","Haiti","Women","1980-1989","Low",456.701193086803,18.1095076799393,10.9197837710381,4,60.3
"893","Honduras","Men","1950-1959","High",334.391919076443,13.0298281162977,7.02629512548447,3.9,53.9
"894","Honduras","Men","1950-1959","Low",413.091429978609,20.6389056891203,8.28373989462852,5,40.1
"895","Honduras","Men","1950-1959",NA,0.68972897529602,NA,NA,NA,NA
"896","Honduras","Men","1960-1969","High",554.946821972728,35.3025738298893,12.96120198071,6.4,36.7
"897","Honduras","Men","1960-1969","Low",574.82863073796,35.3676678240299,18.3558449298143,6.2,51.9
"898","Honduras","Men","1970-1979","High",603.379335574806,60.0547103136778,33.3558821827173,10,55.5
"899","Honduras","Men","1970-1979","Low",396.969958603382,52.3359428867698,27.0339947938919,13.2,51.7
"900","Honduras","Women","1960-1969","High",1696.3774580881,94.9608199447393,55.4612141400576,5.6,58.4
"901","Honduras","Women","1960-1969","Low",1410.69618821144,44.9112021327019,26.0395021140575,3.2,58
"902","Honduras","Women","1960-1969",NA,2.20243096351624,NA,NA,NA,NA
"903","Honduras","Women","1970-1979","High",2290.37400217354,122.485856577754,83.3291167914867,5.3,68
"904","Honduras","Women","1970-1979","Low",1356.92867834866,45.0870907902718,22.0797557830811,3.3,49
"905","Hungary","Men","1910-1919","High",1.68502793610409,0.356828981488938,NA,21.2,NA
"906","Hungary","Men","1910-1919","Low",1.31527928540353,NA,NA,NA,NA
"907","Hungary","Men","1920-1929","High",97.8036858415165,11.2033674097904,0.671913626571218,11.5,6
"908","Hungary","Men","1920-1929","Low",103.944846068627,12.4361948952495,2.29493116336565,12,18.5
"909","Hungary","Men","1920-1929",NA,1.0745564699173,NA,NA,NA,NA
"910","Hungary","Men","1930-1939","High",365.158497285161,34.7656931471704,3.42067570746285,9.5,9.8
"911","Hungary","Men","1930-1939","Low",355.171267521829,48.5985987610587,16.9789480846663,13.7,34.9
"912","Hungary","Men","1930-1939",NA,8.1368521595182,NA,NA,NA,NA
"913","Hungary","Men","1940-1949","High",567.379968921283,60.6540355744297,11.3195769118581,10.7,18.7
"914","Hungary","Men","1940-1949","Low",547.733223176095,74.5640059493447,23.6931062932632,13.6,31.8
"915","Hungary","Men","1940-1949",NA,2.38511801188859,NA,NA,NA,NA
"916","Hungary","Men","1950-1959","High",756.222800231136,89.5476017098309,41.6941294660168,11.8,46.6
"917","Hungary","Men","1950-1959","Low",683.591768802096,108.196078071596,57.3609906635211,15.8,53
"918","Hungary","Men","1960-1969","High",667.310424350896,159.111185144538,75.3398537424488,23.8,47.4
"919","Hungary","Men","1960-1969","Low",575.614236191336,130.182585753352,72.8046757403544,22.6,55.9
"920","Hungary","Men","1970-1979","High",26.3667870650768,8.63916842077918,2.99254522952201,32.8,34.6
"921","Hungary","Men","1970-1979","Low",72.7246053088215,24.9568143733768,12.4216061635975,34.3,49.8
"922","Hungary","Men","1970-1979",NA,1.15252474935527,NA,NA,NA,NA
"923","Hungary","Men","1980-1989","High",18.9748105015661,5.85725739871295,2.41902234577609,30.9,41.3
"924","Hungary","Men","1980-1989","Low",15.7843372806086,5.1520529226517,3.97144426864397,32.6,77.1
"925","Hungary","Women","1910-1919","High",1.25833617383314,0.37386617822666,NA,29.7,NA
"926","Hungary","Women","1910-1919","Low",1.2177020153484,0.37386617822666,NA,30.7,NA
"927","Hungary","Women","1920-1929","High",192.209452892781,28.9755216710574,6.84999527149332,15.1,23.6
"928","Hungary","Women","1920-1929","Low",187.530355830321,34.7262640910434,7.81483033504235,18.5,22.5
"929","Hungary","Women","1920-1929",NA,2.68538447312542,NA,NA,NA,NA
"930","Hungary","Women","1930-1939","High",537.139542066691,67.0827740705543,17.6365293078327,12.5,26.3
"931","Hungary","Women","1930-1939","Low",591.092197583743,57.0169436107076,11.0918892082258,9.6,19.5
"932","Hungary","Women","1930-1939",NA,7.07017964274854,NA,NA,NA,NA
"933","Hungary","Women","1940-1949","High",721.86013912027,81.9157023029955,30.0576448182524,11.3,36.7
"934","Hungary","Women","1940-1949","Low",667.83923840907,55.3479510841229,8.63036276221455,8.3,15.6
"935","Hungary","Women","1940-1949",NA,9.68694821024323,1.72206151485443,1.72206151485443,17.8,100
"936","Hungary","Women","1950-1959","High",865.79979417519,80.707812726068,25.1671055380116,9.3,31.2
"937","Hungary","Women","1950-1959","Low",764.197530591501,57.6999864260157,16.3515353657298,7.6,28.3
"938","Hungary","Women","1950-1959",NA,11.0567665198151,1.01867938041687,NA,9.2,NA
"939","Hungary","Women","1960-1969","High",630.120076804388,68.4129372573912,25.9033402082593,10.9,37.9
"940","Hungary","Women","1960-1969","Low",682.834187101865,58.4809269170623,23.8834205414845,8.6,40.8
"941","Hungary","Women","1960-1969",NA,1.8774376026912,NA,NA,NA,NA
"942","Hungary","Women","1970-1979","High",43.9070997675818,14.894665738582,5.80475641332273,33.9,39
"943","Hungary","Women","1970-1979","Low",53.256829929081,7.9949395402493,4.61353748505876,15,57.7
"944","Hungary","Women","1970-1979",NA,1.76586139144727,NA,NA,NA,NA
"945","Hungary","Women","1980-1989","High",12.0548100541068,3.64582106544548,0.952155940228838,30.2,26.1
"946","Hungary","Women","1980-1989","Low",16.0232843235212,4.44601939689788,0.562818317504409,27.7,12.7
"947","Iceland","Men","1920-1929","High",0.0248767606836124,0.0248767606836124,0.0248767606836124,100,100
"948","Iceland","Men","1920-1929","Low",0.0258261583989401,NA,NA,NA,NA
"949","Iceland","Men","1920-1929",NA,0.0507029190825525,0.0258261583989401,0.0258261583989401,50.9,100
"950","Iceland","Men","1930-1939","High",0.199841053494996,0.0248767606836124,NA,12.4,NA
"951","Iceland","Men","1930-1939","Low",0.0977224627424191,0.0258261583989401,0.0258261583989401,26.4,100
"952","Iceland","Men","1930-1939",NA,0.0497535213672249,NA,NA,NA,NA
"953","Iceland","Men","1940-1949","High",0.45972931105752,NA,NA,NA,NA
"954","Iceland","Men","1940-1949","Low",0.52454083300774,0.0709469066281514,0.0507029190825525,13.5,71.5
"955","Iceland","Men","1940-1949",NA,0.0497535213672249,NA,NA,NA,NA
"956","Iceland","Men","1950-1959","High",0.786449892525891,0.0173820332924293,0.0173820332924293,2.2,100
"957","Iceland","Men","1950-1959","Low",0.858752525028858,0.0653647357748102,0.0404879750911977,7.6,61.9
"958","Iceland","Men","1950-1959",NA,0.0173820332924293,NA,NA,NA,NA
"959","Iceland","Men","1960-1969","High",0.982064744240212,0.0248767606836124,NA,2.5,NA
"960","Iceland","Men","1960-1969","Low",1.56695240690435,0.214311959874417,0.154704600521375,13.7,72.2
"961","Iceland","Men","1960-1969",NA,0.0258261583989401,NA,NA,NA,NA
"962","Iceland","Men","1970-1979","High",1.04950127375041,0.0928760743402237,0.0309586914467412,8.8,33.3
"963","Iceland","Men","1970-1979","Low",1.1673818537957,0.0919966105988568,NA,7.9,NA
"964","Iceland","Men","1970-1979",NA,0.0443073603711008,NA,NA,NA,NA
"965","Iceland","Men","1980-1989","High",0.640521378286131,0.0619173828934825,NA,9.7,NA
"966","Iceland","Men","1980-1989","Low",0.554518625807942,NA,NA,NA,NA
"967","Iceland","Women","1920-1929","High",0.0428022847505591,NA,NA,NA,NA
"968","Iceland","Women","1920-1929","Low",0.0511670845549048,NA,NA,NA,NA
"969","Iceland","Women","1930-1939","High",0.214476383022933,NA,NA,NA,NA
"970","Iceland","Women","1930-1939","Low",0.168025332822223,NA,NA,NA,NA
"971","Iceland","Women","1930-1939",NA,0.0255835422774524,NA,NA,NA,NA
"972","Iceland","Women","1940-1949","High",0.524767462275311,0.0172187424731067,NA,3.3,NA
"973","Iceland","Women","1940-1949","Low",0.602164135443054,NA,NA,NA,NA
"974","Iceland","Women","1940-1949",NA,0.0255835422774524,NA,NA,NA,NA
"975","Iceland","Women","1950-1959","High",0.628201247548898,0.0172187424731067,NA,2.7,NA
"976","Iceland","Women","1950-1959","Low",0.810791386413507,0.0193166157732176,NA,2.4,NA
"977","Iceland","Women","1950-1959",NA,0.0511670845549048,NA,NA,NA,NA
"978","Iceland","Women","1960-1969","High",0.99523837783464,0.0600210272236659,0.0172187424731067,6,28.7
