"","country","edu2","continent","gii","Men","Women","diff"
"36","Croatia","High","Europe & North America",0.163500003516674,20,33.3333333333333,0.6
"37","Cyprus","Low","Europe & North America",0.184499993920326,31.578947368421,50,0.631578947368421
"38","Cyprus","High","Europe & North America",0.184499993920326,11.1111111111111,40,0.277777777777778
"39","Czechia","Low","Europe & North America",0.157499998807907,56.4814814814815,32.9113924050633,1.71616809116809
"40","Czechia","High","Europe & North America",0.157499998807907,51.1904761904762,46.1538461538462,1.10912698412698
"41","Denmark","Low","Europe & North America",0.0620000008493662,15.2173913043478,10.7142857142857,1.42028985507246
"42","Denmark","High","Europe & North America",0.0620000008493662,25.6410256410256,16.6666666666667,1.53846153846154
"43","Dominican Republic","Low","Latin America",0.497500002384186,25,37.8378378378378,0.660714285714286
"44","Dominican Republic","High","Latin America",0.497500002384186,46.9026548672566,36,1.30285152409046
"45","Estonia","Low","Europe & North America",0.222500003874302,43.1192660550459,35.7142857142857,1.20733944954128
"46","Estonia","High","Europe & North America",0.222500003874302,27.2727272727273,40.7407407407407,0.669421487603306
"47","Finland","Low","Europe & North America",0.0769999995827675,33.3333333333333,16.2162162162162,2.05555555555555
"48","Finland","High","Europe & North America",0.0769999995827675,23.8095238095238,29.4117647058824,0.809523809523809
"49","France","Low","Europe & North America",0.161999993026257,39.8907103825137,32.5581395348837,1.22521467603435
"50","France","High","Europe & North America",0.161999993026257,27.1428571428571,30.1369863013699,0.900649350649351
"51","Gabon","Low","Africa",0.600499987602234,16.9811320754717,45.7446808510638,0.371215445370777
"52","Gabon","High","Africa",0.600499987602234,21.875,24.390243902439,0.896875
"53","Gambia","Low","Africa",0.706000000238419,4,30.7692307692308,0.13
"54","Gambia","High","Africa",0.706000000238419,11.1111111111111,68.421052631579,0.162393162393162
"55","Georgia","Low","FSU",0.401500001549721,71.6049382716049,70.1298701298701,1.02103337905807
"56","Georgia","High","FSU",0.401500001549721,73.0769230769231,80.2083333333333,0.911088911088911
"57","Germany","Low","Europe & North America",0.114500001072884,44.2567567567568,27.2189349112426,1.62595475910693
"58","Germany","High","Europe & North America",0.114500001072884,34.7280334728033,30.9677419354839,1.12142608089261
"59","Ghana","Low","Africa",0.588499993085861,16.6666666666667,58.3333333333333,0.285714285714286
"60","Ghana","High","Africa",0.588499993085861,28.7878787878788,60,0.47979797979798
"61","Guatemala","Low","Latin America",0.566500008106232,76.7441860465116,62.043795620438,1.23693570451436
"62","Guatemala","High","Latin America",0.566500008106232,72.65625,67.1641791044776,1.08177083333333
"63","Guinea","Low","Africa",0.677500009536743,10.126582278481,42.3076923076923,0.239355581127733
"64","Guinea","High","Africa",0.677500009536743,21.4285714285714,47.0588235294118,0.455357142857143
"65","Guyana","Low","Latin America",0.528499990701675,41.4634146341463,50.7042253521127,0.817750677506775
"66","Guyana","High","Latin America",0.528499990701675,55.421686746988,48.3870967741936,1.14538152610442
"67","Honduras","Low","Latin America",0.501499995589256,61.9047619047619,59.4339622641509,1.04157218442933
"68","Honduras","High","Latin America",0.501499995589256,61.4973262032086,43.3333333333333,1.41916906622789
"69","Hungary","Low","Europe & North America",0.265500001609325,49.7175141242938,43.0232558139535,1.15559627424034
"70","Hungary","High","Europe & North America",0.265500001609325,43.9024390243902,32.9545454545455,1.33221194280908
"71","Iceland","High","Europe & North America",0.117000002413988,25,42.8571428571429,0.583333333333333
"72","India","Low","Asia",0.622999995946884,24.4377053323225,30.7802433786686,0.793941263936151
"73","India","High","Asia",0.622999995946884,41.3316315677515,32.2732012513034,1.28067963403792
"74","Ireland","Low","Europe & North America",0.182500004768372,60,44,1.36363636363636
"75","Ireland","High","Europe & North America",0.182500004768372,40.5063291139241,38.3333333333333,1.05668684645019
"76","Italy","Low","Europe & North America",0.154500003904104,50.8771929824561,40,1.2719298245614
"77","Italy","High","Europe & North America",0.154500003904104,40.9090909090909,38.961038961039,1.05
"78","Ivory Coast","Low","Africa",0.668999999761581,18.6046511627907,55.8823529411765,0.332925336597307
"79","Ivory Coast","High","Africa",0.668999999761581,48.9795918367347,56.4102564102564,0.868274582560297
"80","Kazakhstan","Low","FSU",0.327500000596046,57.6763485477178,69.2857142857143,0.83244214398768
"81","Kazakhstan","High","FSU",0.327500000596046,64.1025641025641,75.4325259515571,0.849800047047753
"82","Kenya","Low","Africa",0.642500013113022,20.2898550724638,63.1578947368421,0.321256038647343
"83","Kenya","High","Africa",0.642500013113022,56.0975609756098,61.9047619047619,0.906191369606004
"84","Kyrgyzstan","Low","FSU",0.414499998092651,32.5581395348837,42.3076923076923,0.769556025369979
"85","Kyrgyzstan","High","FSU",0.414499998092651,35,28.5714285714286,1.225
"86","Latvia","Low","FSU",0.253000006079674,33.3333333333333,50,0.666666666666667
"87","Latvia","High","FSU",0.253000006079674,0,37.5,0
"88","Lesotho","Low","Africa",0.57150000333786,23.6842105263158,72.3076923076923,0.327547592385218
"89","Lesotho","High","Africa",0.57150000333786,33.3333333333333,66.0377358490566,0.504761904761905
"90","Liberia","Low","Africa",0.671000003814697,12.5,54.5454545454545,0.229166666666667
"91","Liberia","High","Africa",0.671000003814697,50,60,0.833333333333333
"92","Lithuania","Low","FSU",0.206000007688999,58.7301587301587,48.8636363636364,1.20191952750092
"93","Lithuania","High","FSU",0.206000007688999,50.7692307692308,65.0793650793651,0.780112570356473
"94","Madagascar","Low","Africa",0.620000004768372,11.9047619047619,28.3582089552239,0.419799498746867
"95","Madagascar","High","Africa",0.620000004768372,32.4324324324324,41.5094339622642,0.781326781326781
"96","Malawi","Low","Africa",0.638999998569489,10.8695652173913,59.0909090909091,0.183946488294314
"97","Malawi","High","Africa",0.638999998569489,16.6666666666667,46.1538461538462,0.361111111111111
"98","Maldives","Low","Asia",0.452500000596046,33.3333333333333,36.2068965517241,0.920634920634921
"99","Maldives","High","Asia",0.452500000596046,20.3703703703704,36.9565217391304,0.55119825708061
"100","Mali","Low","Africa",0.668000012636185,11.9047619047619,26.9230769230769,0.442176870748299
"101","Mali","High","Africa",0.668000012636185,30,25,1.2
"102","Mauritania","Low","Africa",0.700500011444092,49.3670886075949,77.4193548387097,0.637658227848101
"103","Mauritania","High","Africa",0.700500011444092,43.4782608695652,57.6923076923077,0.753623188405797
"104","Mozambique","Low","Africa",0.580000013113022,7.07070707070707,32.1428571428571,0.219977553310887
"105","Mozambique","High","Africa",0.580000013113022,27.2727272727273,44.4444444444444,0.613636363636364
"106","Namibia","Low","Africa",0.520500004291534,59.375,82.6086956521739,0.71875
"107","Namibia","High","Africa",0.520500004291534,57.2649572649573,69.4444444444444,0.824615384615385
"108","Nepal","High","Asia",0.590499997138977,43.9024390243902,30.7692307692308,1.42682926829268
"109","Netherlands","Low","Europe & North America",0.0760000012814999,34.1013824884793,24.6963562753036,1.38082647125482
"110","Netherlands","High","Europe & North America",0.0760000012814999,24.773413897281,17.9054054054054,1.38357179501796
"111","Nicaragua","Low","Latin America",0.544500008225441,37.5,28.5714285714286,1.3125
"112","Nicaragua","High","Latin America",0.544500008225441,67.741935483871,80,0.846774193548387
"113","Niger","Low","Africa",0.743000000715256,15.7894736842105,45.8333333333333,0.344497607655502
"114","Niger","High","Africa",0.743000000715256,48.4848484848485,42.8571428571429,1.13131313131313
"115","Norway","Low","Europe & North America",0.0859999991953373,36.3636363636364,24.5398773006135,1.48181818181818
"116","Norway","High","Europe & North America",0.0859999991953373,24.3093922651934,26.3157894736842,0.923756906077348
"117","Peru","Low","Latin America",0.470500007271767,61.9047619047619,75,0.825396825396825
"118","Peru","High","Latin America",0.470500007271767,81.8181818181818,71.4285714285714,1.14545454545455
"119","Philippines","Low","Asia",0.481000006198883,63.013698630137,66.6666666666667,0.945205479452055
"120","Philippines","High","Asia",0.481000006198883,63.7305699481865,56.9230769230769,1.11959109368436
"121","Poland","Low","Europe & North America",0.182500004768372,69.5121951219512,52.8089887640449,1.31629475869227
"122","Poland","High","Europe & North America",0.182500004768372,47.7272727272727,57.1428571428571,0.835227272727273
"123","Portugal","Low","Europe & North America",0.160999998450279,41.6666666666667,42.1052631578947,0.989583333333334
"124","Portugal","High","Europe & North America",0.160999998450279,34.375,36.5384615384615,0.940789473684211
"125","Republic of Moldova","Low","FSU",0.340000003576279,28.2051282051282,27.5862068965517,1.0224358974359
"126","Republic of Moldova","High","FSU",0.340000003576279,27.1186440677966,25,1.08474576271186
"127","Romania","Low","Europe & North America",0.395999997854233,50.3311258278146,28.5714285714286,1.76158940397351
"128","Romania","High","Europe & North America",0.395999997854233,38.8349514563107,46.969696969697,0.82680864390855
"129","Russia","Low","FSU",0.355000004172325,40.2597402597403,37.5,1.07359307359307
"130","Russia","High","FSU",0.355000004172325,44.5945945945946,44.0677966101695,1.01195426195426
"131","Rwanda","Low","Africa",0.506500005722046,63.6363636363636,54.5454545454545,1.16666666666667
"132","Rwanda","High","Africa",0.506500005722046,47.6190476190476,55,0.865800865800866
"133","Sao Tome and Principe","Low","Africa",0.574499994516373,0,62.0689655172414,0
"134","Sao Tome and Principe","High","Africa",0.574499994516373,0,41.6666666666667,0
"135","Senegal","Low","Africa",0.622500002384186,27.5,50,0.55
"136","Senegal","High","Africa",0.622500002384186,40,57.8947368421053,0.690909090909091
"137","Sierra Leone","Low","Africa",0.674499988555908,12.1212121212121,46.1538461538462,0.262626262626263
"138","Sierra Leone","High","Africa",0.674499988555908,30,64.7058823529412,0.463636363636364
"139","Slovakia","Low","FSU",0.208999998867512,69.2307692307692,61.5384615384615,1.125
"140","Slovakia","High","FSU",0.208999998867512,73.9130434782609,55.5555555555556,1.3304347826087
"141","Slovenia","Low","Europe & North America",0.158500000834465,48.780487804878,40,1.21951219512195
"142","Slovenia","High","Europe & North America",0.158500000834465,27.7777777777778,45.4545454545455,0.611111111111111
"143","South Africa","Low","Africa",0.449499994516373,48.2142857142857,79.1044776119403,0.609501347708895
"144","South Africa","High","Africa",0.449499994516373,50,56.4516129032258,0.885714285714286
"145","Spain","Low","Europe & North America",0.116999994963408,36.0655737704918,37.6146788990826,0.958816473410636
"146","Spain","High","Europe & North America",0.116999994963408,37.0967741935484,36.5384615384615,1.01528013582343
"147","Swaziland","Low","Africa",0.590999990701675,29.1666666666667,60,0.486111111111111
"148","Swaziland","High","Africa",0.590999990701675,36.6666666666667,66.6666666666667,0.55
"149","Sweden","Low","Europe & North America",0.0559999998658895,34.4186046511628,13.6752136752137,2.51686046511628
"150","Sweden","High","Europe & North America",0.0559999998658895,24.0506329113924,17.5438596491228,1.37088607594937
"151","Switzerland","Low","Europe & North America",0.0800000000745058,11.6883116883117,26.6666666666667,0.438311688311688
"152","Switzerland","High","Europe & North America",0.0800000000745058,23.6363636363636,20,1.18181818181818
"153","Tanzania","Low","Africa",0.610499978065491,25,37.5,0.666666666666667
"154","Tanzania","High","Africa",0.610499978065491,29.8507462686567,73.0769230769231,0.408483896307934
"155","The UK","Low","Europe & North America",0.194499999284744,27.8169014084507,23.2704402515723,1.19537495241721
"156","The UK","High","Europe & North America",0.194499999284744,22.6337448559671,19.811320754717,1.14246521653929
"157","The US","Low","Europe & North America",0.261500000953674,30.327868852459,19.5402298850575,1.55207328833173
"158","The US","High","Europe & North America",0.261500000953674,41.2280701754386,26.984126984127,1.52786377708978
"159","Togo","Low","Africa",0.643500000238419,21.4285714285714,67.6470588235294,0.316770186335404
"160","Togo","High","Africa",0.643500000238419,34.0425531914894,46.3414634146341,0.734602463605823
"161","Uganda","Low","Africa",0.600499987602234,18.4210526315789,40.7407407407407,0.452153110047847
"162","Uganda","High","Africa",0.600499987602234,43.2432432432432,100,0.432432432432432
"163","Ukraine","Low","FSU",0.340999990701675,30.1587301587302,42.156862745098,0.715393133997785
"164","Ukraine","High","FSU",0.340999990701675,25.8928571428571,32.6530612244898,0.79296875
"165","Zambia","Low","Africa",0.617000013589859,13.3333333333333,65,0.205128205128205
"166","Zambia","High","Africa",0.617000013589859,41.1764705882353,65.5172413793103,0.628482972136223
"167","Zimbabwe","Low","Africa",0.608500003814697,37.1428571428571,32.6923076923077,1.13613445378151
"168","Zimbabwe","High","Africa",0.608500003814697,43.1034482758621,38.8059701492537,1.11074270557029
