"","country","sex","bc_cate","education","datasetname","TotalN","ChildlessN","NeverInUnionN","prop_childless","prop_neverinunion"
"1759","Maldives","Men","1970-1974","Medium","DHS",590,23,4,3.9,17.4
"1760","Maldives","Men","1970-1974","High","DHS",114,3,1,2.6,33.3
"1761","Maldives","Men","1975-1979","Low","DHS",61,6,4,9.8,66.7
"1762","Maldives","Men","1975-1979","Medium","DHS",565,25,7,4.4,28
"1763","Maldives","Men","1975-1979","High","DHS",289,13,2,4.5,15.4
"1764","Maldives","Men","1980-1984","Low","DHS",15,NA,NA,NA,NA
"1765","Maldives","Men","1980-1984","Medium","DHS",266,15,5,5.6,33.3
"1766","Maldives","Men","1980-1984","High","DHS",278,20,2,7.2,10
"1767","Maldives","Women","1965-1969","Low","DHS",51,4,2,7.8,50
"1768","Maldives","Women","1965-1969","Medium","DHS",119,7,1,5.9,14.3
"1769","Maldives","Women","1965-1969","High","DHS",34,4,2,11.8,50
"1770","Maldives","Women","1970-1974","Low","DHS",53,5,1,9.4,20
"1771","Maldives","Women","1970-1974","Medium","DHS",258,18,8,7,44.4
"1772","Maldives","Women","1970-1974","High","DHS",135,10,3,7.4,30
"1773","Maldives","Women","1975-1979","Low","DHS",22,3,2,13.6,66.7
"1774","Maldives","Women","1975-1979","Medium","DHS",216,26,7,12,26.9
"1775","Maldives","Women","1975-1979","High","DHS",235,27,12,11.5,44.4
"1776","Maldives","Women","1980-1984","Low","DHS",2,NA,NA,NA,NA
"1777","Maldives","Women","1980-1984","Medium","DHS",98,16,8,16.3,50
"1778","Maldives","Women","1980-1984","High","DHS",140,19,3,13.6,15.8
"1779","Mali","Men","1965-1969","Low","DHS",109,2,NA,1.8,NA
"1780","Mali","Men","1965-1969","Medium","DHS",9,NA,NA,NA,NA
"1781","Mali","Men","1965-1969","High","DHS",5,1,NA,20,NA
"1782","Mali","Men","1970-1974","Low","DHS",593,21,2,3.5,9.5
"1783","Mali","Men","1970-1974","Medium","DHS",74,1,NA,1.4,NA
"1784","Mali","Men","1970-1974","High","DHS",48,1,NA,2.1,NA
"1785","Mali","Men","1975-1979","Low","DHS",842,19,3,2.3,15.8
"1786","Mali","Men","1975-1979","Medium","DHS",97,1,NA,1,NA
"1787","Mali","Men","1975-1979","High","DHS",69,7,3,10.1,42.9
"1788","Mali","Men","1980-1984","Low","DHS",822,30,4,3.6,13.3
"1789","Mali","Men","1980-1984","Medium","DHS",90,4,NA,4.4,NA
"1790","Mali","Men","1980-1984","High","DHS",83,5,1,6,20
"1791","Mali","Women","1955-1959","Low","DHS",29,NA,NA,NA,NA
"1792","Mali","Women","1955-1959","Medium","DHS",4,NA,NA,NA,NA
"1793","Mali","Women","1955-1959","High","DHS",5,1,NA,20,NA
"1794","Mali","Women","1960-1964","Low","DHS",218,2,1,0.9,50
"1795","Mali","Women","1960-1964","Medium","DHS",29,NA,NA,NA,NA
"1796","Mali","Women","1960-1964","High","DHS",50,1,NA,2,NA
"1797","Mali","Women","1965-1969","Low","DHS",237,6,1,2.5,16.7
"1798","Mali","Women","1965-1969","Medium","DHS",50,NA,NA,NA,NA
"1799","Mali","Women","1965-1969","High","DHS",45,1,NA,2.2,NA
"1800","Mali","Women","1970-1974","Low","DHS",287,7,2,2.4,28.6
"1801","Mali","Women","1970-1974","Medium","DHS",48,NA,NA,NA,NA
"1802","Mali","Women","1970-1974","High","DHS",51,NA,NA,NA,NA
"1803","Mali","Women","1975-1979","Low","DHS",373,11,3,2.9,27.3
"1804","Mali","Women","1975-1979","Medium","DHS",66,2,1,3,50
"1805","Mali","Women","1975-1979","High","DHS",85,4,1,4.7,25
"1806","Mali","Women","1980-1984","Low","DHS",300,20,4,6.7,20
"1807","Mali","Women","1980-1984","Medium","DHS",37,3,NA,8.1,NA
"1808","Mali","Women","1980-1984","High","DHS",90,7,5,7.8,71.4
"1809","Mauritania","Men","1950-1954","Low","DHS",246,14,3,5.7,21.4
"1810","Mauritania","Men","1950-1954","Medium","DHS",21,3,1,14.3,33.3
"1811","Mauritania","Men","1950-1954","High","DHS",17,NA,NA,NA,NA
"1812","Mauritania","Men","1955-1959","Low","DHS",505,38,12,7.5,31.6
"1813","Mauritania","Men","1955-1959","Medium","DHS",52,3,1,5.8,33.3
"1814","Mauritania","Men","1955-1959","High","DHS",33,3,NA,9.1,NA
"1815","Mauritania","Men","1960-1964","Low","DHS",723,57,26,7.9,45.6
"1816","Mauritania","Men","1960-1964","Medium","DHS",103,9,4,8.7,44.4
"1817","Mauritania","Men","1960-1964","High","DHS",76,9,3,11.8,33.3
"1818","Mauritania","Men","1965-1969","Low","DHS",224,21,12,9.4,57.1
"1819","Mauritania","Men","1965-1969","Medium","DHS",35,1,1,2.9,100
"1820","Mauritania","Men","1965-1969","High","DHS",18,5,3,27.8,60
"1821","Mauritania","Women","1940-1944","Low","DHS",25,1,NA,4,NA
"1822","Mauritania","Women","1940-1944","Medium","DHS",10,NA,NA,NA,NA
"1823","Mauritania","Women","1940-1944","High","DHS",5,NA,NA,NA,NA
"1824","Mauritania","Women","1945-1949","Low","DHS",66,3,1,4.5,33.3
"1825","Mauritania","Women","1945-1949","Medium","DHS",27,NA,NA,NA,NA
"1826","Mauritania","Women","1945-1949","High","DHS",7,1,NA,14.3,NA
"1827","Mauritania","Women","1950-1954","Low","DHS",102,2,NA,2,NA
"1828","Mauritania","Women","1950-1954","Medium","DHS",28,NA,NA,NA,NA
"1829","Mauritania","Women","1950-1954","High","DHS",24,1,NA,4.2,NA
"1830","Mauritania","Women","1955-1959","Low","DHS",98,8,5,8.2,62.5
"1831","Mauritania","Women","1955-1959","Medium","DHS",42,3,1,7.1,33.3
"1832","Mauritania","Women","1955-1959","High","DHS",40,NA,NA,NA,NA
"1833","Mauritania","Women","1960-1964","Low","DHS",128,15,11,11.7,73.3
"1834","Mauritania","Women","1960-1964","Medium","DHS",64,12,10,18.8,83.3
"1835","Mauritania","Women","1960-1964","High","DHS",66,13,7,19.7,53.8
"1836","Mauritania","Women","1965-1969","Low","DHS",31,6,5,19.4,83.3
"1837","Mauritania","Women","1965-1969","Medium","DHS",20,4,2,20,50
"1838","Mauritania","Women","1965-1969","High","DHS",21,7,4,33.3,57.1
"1839","Mozambique","Men","1960-1964","Low","DHS",345,11,1,3.2,9.1
"1840","Mozambique","Men","1960-1964","Medium","DHS",323,13,1,4,7.7
"1841","Mozambique","Men","1960-1964","High","DHS",57,1,NA,1.8,NA
"1842","Mozambique","Men","1965-1969","Low","DHS",389,19,2,4.9,10.5
"1843","Mozambique","Men","1965-1969","Medium","DHS",526,24,4,4.6,16.7
"1844","Mozambique","Men","1965-1969","High","DHS",100,4,1,4,25
"1845","Mozambique","Men","1970-1974","Low","DHS",560,24,NA,4.3,NA
"1846","Mozambique","Men","1970-1974","Medium","DHS",726,25,2,3.4,8
"1847","Mozambique","Men","1970-1974","High","DHS",182,10,6,5.5,60
"1848","Mozambique","Men","1975-1979","Low","DHS",287,14,3,4.9,21.4
"1849","Mozambique","Men","1975-1979","Medium","DHS",316,11,2,3.5,18.2
"1850","Mozambique","Men","1975-1979","High","DHS",86,9,3,10.5,33.3
"1851","Mozambique","Women","1945-1949","Low","DHS",33,1,NA,3,NA
"1852","Mozambique","Women","1945-1949","Medium","DHS",44,NA,NA,NA,NA
"1853","Mozambique","Women","1945-1949","High","DHS",3,NA,NA,NA,NA
"1854","Mozambique","Women","1950-1954","Low","DHS",49,1,NA,2,NA
"1855","Mozambique","Women","1950-1954","Medium","DHS",88,3,NA,3.4,NA
"1856","Mozambique","Women","1950-1954","High","DHS",18,NA,NA,NA,NA
"1857","Mozambique","Women","1955-1959","Low","DHS",50,2,NA,4,NA
"1858","Mozambique","Women","1955-1959","Medium","DHS",126,2,NA,1.6,NA
"1859","Mozambique","Women","1955-1959","High","DHS",28,1,NA,3.6,NA
"1860","Mozambique","Women","1960-1964","Low","DHS",34,3,NA,8.8,NA
"1861","Mozambique","Women","1960-1964","Medium","DHS",153,3,2,2,66.7
"1862","Mozambique","Women","1960-1964","High","DHS",56,NA,NA,NA,NA
"1863","Mozambique","Women","1965-1969","Low","DHS",49,6,3,12.2,50
"1864","Mozambique","Women","1965-1969","Medium","DHS",130,4,NA,3.1,NA
"1865","Mozambique","Women","1965-1969","High","DHS",59,2,NA,3.4,NA
"1866","Mozambique","Women","1970-1974","Low","DHS",68,4,NA,5.9,NA
"1867","Mozambique","Women","1970-1974","Medium","DHS",231,9,6,3.9,66.7
"1868","Mozambique","Women","1970-1974","High","DHS",76,2,1,2.6,50
"1869","Mozambique","Women","1975-1979","Low","DHS",39,1,NA,2.6,NA
"1870","Mozambique","Women","1975-1979","Medium","DHS",116,3,1,2.6,33.3
"1871","Mozambique","Women","1975-1979","High","DHS",31,NA,NA,NA,NA
"1872","Myanmar","Men","1965-1969","Low","DHS",240,23,19,9.6,82.6
"1873","Myanmar","Men","1965-1969","Medium","DHS",605,83,66,13.7,79.5
"1874","Myanmar","Men","1965-1969","High","DHS",340,82,66,24.1,80.5
"1875","Myanmar","Men","1970-1974","Low","DHS",304,34,26,11.2,76.5
"1876","Myanmar","Men","1970-1974","Medium","DHS",852,126,95,14.8,75.4
"1877","Myanmar","Men","1970-1974","High","DHS",609,139,108,22.8,77.7
"1878","Myanmar","Men","1975-1979","Low","DHS",307,21,15,6.8,71.4
"1879","Myanmar","Men","1975-1979","Medium","DHS",925,142,118,15.4,83.1
"1880","Myanmar","Men","1975-1979","High","DHS",650,174,145,26.8,83.3
"1881","Myanmar","Men","1975-1979",NA,"DHS",1,NA,NA,NA,NA
"1882","Myanmar","Men","1980-1984","Low","DHS",74,14,10,18.9,71.4
"1883","Myanmar","Men","1980-1984","Medium","DHS",229,47,31,20.5,66
"1884","Myanmar","Men","1980-1984","High","DHS",170,52,39,30.6,75
"1885","Myanmar","Women","1965-1969","Low","DHS",78,6,2,7.7,33.3
"1886","Myanmar","Women","1965-1969","Medium","DHS",158,7,2,4.4,28.6
"1887","Myanmar","Women","1965-1969","High","DHS",183,18,11,9.8,61.1
"1888","Myanmar","Women","1970-1974","Low","DHS",108,10,4,9.3,40
"1889","Myanmar","Women","1970-1974","Medium","DHS",301,35,21,11.6,60
"1890","Myanmar","Women","1970-1974","High","DHS",269,36,23,13.4,63.9
"1891","Myanmar","Women","1975-1979","Low","DHS",99,13,7,13.1,53.8
"1892","Myanmar","Women","1975-1979","Medium","DHS",294,37,22,12.6,59.5
"1893","Myanmar","Women","1975-1979","High","DHS",253,53,30,20.9,56.6
"1894","Myanmar","Women","1980-1984","Low","DHS",22,5,2,22.7,40
"1895","Myanmar","Women","1980-1984","Medium","DHS",84,21,11,25,52.4
"1896","Myanmar","Women","1980-1984","High","DHS",69,18,11,26.1,61.1
"1897","Namibia","Men","1945-1949","Low","DHS",16,NA,NA,NA,NA
"1898","Namibia","Men","1945-1949","Medium","DHS",18,NA,NA,NA,NA
"1899","Namibia","Men","1945-1949","High","DHS",8,NA,NA,NA,NA
"1900","Namibia","Men","1950-1954","Low","DHS",66,NA,NA,NA,NA
"1901","Namibia","Men","1950-1954","Medium","DHS",100,NA,NA,NA,NA
"1902","Namibia","Men","1950-1954","High","DHS",71,NA,NA,NA,NA
"1903","Namibia","Men","1955-1959","Low","DHS",46,NA,NA,NA,NA
"1904","Namibia","Men","1955-1959","Medium","DHS",132,NA,NA,NA,NA
"1905","Namibia","Men","1955-1959","High","DHS",98,NA,NA,NA,NA
"1906","Namibia","Men","1960-1964","Low","DHS",72,NA,NA,NA,NA
"1907","Namibia","Men","1960-1964","Medium","DHS",212,2,2,0.9,100
"1908","Namibia","Men","1960-1964","High","DHS",198,11,4,5.6,36.4
"1909","Namibia","Men","1965-1969","Low","DHS",90,3,2,3.3,66.7
"1910","Namibia","Men","1965-1969","Medium","DHS",259,5,5,1.9,100
"1911","Namibia","Men","1965-1969","High","DHS",450,30,16,6.7,53.3
"1912","Namibia","Men","1970-1974","Low","DHS",88,3,1,3.4,33.3
"1913","Namibia","Men","1970-1974","Medium","DHS",246,3,2,1.2,66.7
"1914","Namibia","Men","1970-1974","High","DHS",679,53,30,7.8,56.6
"1915","Namibia","Men","1975-1979","Low","DHS",66,2,NA,3,NA
"1916","Namibia","Men","1975-1979","Medium","DHS",186,10,5,5.4,50
"1917","Namibia","Men","1975-1979","High","DHS",583,27,19,4.6,70.4
"1918","Namibia","Women","1945-1949","Low","DHS",9,NA,NA,NA,NA
"1919","Namibia","Women","1945-1949","Medium","DHS",12,NA,NA,NA,NA
"1920","Namibia","Women","1945-1949","High","DHS",8,NA,NA,NA,NA
"1921","Namibia","Women","1950-1954","Low","DHS",43,NA,NA,NA,NA
"1922","Namibia","Women","1950-1954","Medium","DHS",66,NA,NA,NA,NA
"1923","Namibia","Women","1950-1954","High","DHS",51,NA,NA,NA,NA
"1924","Namibia","Women","1955-1959","Low","DHS",37,NA,NA,NA,NA
"1925","Namibia","Women","1955-1959","Medium","DHS",57,NA,NA,NA,NA
"1926","Namibia","Women","1955-1959","High","DHS",80,NA,NA,NA,NA
"1927","Namibia","Women","1960-1964","Low","DHS",35,NA,NA,NA,NA
"1928","Namibia","Women","1960-1964","Medium","DHS",86,6,5,7,83.3
"1929","Namibia","Women","1960-1964","High","DHS",103,2,2,1.9,100
"1930","Namibia","Women","1965-1969","Low","DHS",48,2,1,4.2,50
"1931","Namibia","Women","1965-1969","Medium","DHS",113,14,10,12.4,71.4
"1932","Namibia","Women","1965-1969","High","DHS",196,19,10,9.7,52.6
"1933","Namibia","Women","1970-1974","Low","DHS",73,11,10,15.1,90.9
"1934","Namibia","Women","1970-1974","Medium","DHS",116,18,14,15.5,77.8
"1935","Namibia","Women","1970-1974","High","DHS",239,21,16,8.8,76.2
"1936","Namibia","Women","1975-1979","Low","DHS",37,3,3,8.1,100
"1937","Namibia","Women","1975-1979","Medium","DHS",79,15,14,19,93.3
"1938","Namibia","Women","1975-1979","High","DHS",210,30,22,14.3,73.3
"1939","Nepal","Men","1965-1969","Low","DHS",543,14,5,2.6,35.7
"1940","Nepal","Men","1965-1969","Medium","DHS",89,2,1,2.2,50
"1941","Nepal","Men","1965-1969","High","DHS",80,5,1,6.2,20
"1942","Nepal","Men","1970-1974","Low","DHS",903,14,7,1.6,50
"1943","Nepal","Men","1970-1974","Medium","DHS",167,5,3,3,60
"1944","Nepal","Men","1970-1974","High","DHS",215,11,8,5.1,72.7
"1945","Nepal","Men","1975-1979","Low","DHS",915,15,1,1.6,6.7
"1946","Nepal","Men","1975-1979","Medium","DHS",280,7,NA,2.5,NA
"1947","Nepal","Men","1975-1979","High","DHS",359,15,5,4.2,33.3
"1948","Nepal","Men","1980-1984","Low","DHS",269,8,1,3,12.5
"1949","Nepal","Men","1980-1984","Medium","DHS",99,NA,NA,NA,NA
"1950","Nepal","Men","1980-1984","High","DHS",132,7,4,5.3,57.1
"1951","Nepal","Women","1965-1969","Low","DHS",64,NA,NA,NA,NA
"1952","Nepal","Women","1965-1969","Medium","DHS",75,1,NA,1.3,NA
"1953","Nepal","Women","1965-1969","High","DHS",152,1,NA,0.7,NA
"1954","Nepal","Women","1970-1974","Low","DHS",93,1,NA,1.1,NA
"1955","Nepal","Women","1970-1974","Medium","DHS",123,1,NA,0.8,NA
"1956","Nepal","Women","1970-1974","High","DHS",220,1,NA,0.5,NA
"1957","Nepal","Women","1975-1979","Low","DHS",86,1,NA,1.2,NA
"1958","Nepal","Women","1975-1979","Medium","DHS",134,2,NA,1.5,NA
"1959","Nepal","Women","1975-1979","High","DHS",278,11,4,4,36.4
"1960","Nepal","Women","1980-1984","Low","DHS",28,3,2,10.7,66.7
"1961","Nepal","Women","1980-1984","Medium","DHS",51,2,1,3.9,50
"1962","Nepal","Women","1980-1984","High","DHS",108,7,4,6.5,57.1
"1963","Netherlands","Men","1920-1924","Low","GGS",20,2,1,10,50
"1964","Netherlands","Men","1920-1924","Medium","GGS",9,2,2,22.2,100
"1965","Netherlands","Men","1920-1924","High","GGS",7,NA,NA,NA,NA
"1966","Netherlands","Men","1925-1929","Low","GGS",64,6,5,9.4,83.3
"1967","Netherlands","Men","1925-1929","Medium","GGS",31,5,3,16.1,60
"1968","Netherlands","Men","1925-1929","High","GGS",39,3,1,7.7,33.3
"1969","Netherlands","Men","1930-1934","Low","GGS",78,9,8,11.5,88.9
"1970","Netherlands","Men","1930-1934","Medium","GGS",38,5,5,13.2,100
"1971","Netherlands","Men","1930-1934","High","GGS",50,5,2,10,40
"1972","Netherlands","Men","1935-1939","Low","GGS",109,16,10,14.7,62.5
"1973","Netherlands","Men","1935-1939","Medium","GGS",54,6,5,11.1,83.3
"1974","Netherlands","Men","1935-1939","High","GGS",80,6,4,7.5,66.7
"1975","Netherlands","Men","1940-1944","Low","GGS",99,14,13,14.1,92.9
"1976","Netherlands","Men","1940-1944","Medium","GGS",59,10,7,16.9,70
"1977","Netherlands","Men","1940-1944","High","GGS",112,19,6,17,31.6
"1978","Netherlands","Men","1945-1949","Low","GGS",121,16,11,13.2,68.8
"1979","Netherlands","Men","1945-1949","Medium","GGS",81,19,13,23.5,68.4
"1980","Netherlands","Men","1945-1949","High","GGS",153,34,24,22.2,70.6
"1981","Netherlands","Men","1945-1949",NA,"GGS",1,1,1,100,100
"1982","Netherlands","Men","1950-1954","Low","GGS",133,37,24,27.8,64.9
"1983","Netherlands","Men","1950-1954","Medium","GGS",93,20,9,21.5,45
"1984","Netherlands","Men","1950-1954","High","GGS",170,44,25,25.9,56.8
"1985","Netherlands","Men","1950-1954",NA,"GGS",1,NA,NA,NA,NA
"1986","Netherlands","Men","1955-1959","Low","GGS",100,26,17,26,65.4
"1987","Netherlands","Men","1955-1959","Medium","GGS",111,23,12,20.7,52.2
"1988","Netherlands","Men","1955-1959","High","GGS",151,35,20,23.2,57.1
"1989","Netherlands","Men","1955-1959",NA,"GGS",1,1,1,100,100
"1990","Netherlands","Men","1960-1964","Low","GGS",110,33,17,30,51.5
"1991","Netherlands","Men","1960-1964","Medium","GGS",143,43,22,30.1,51.2
"1992","Netherlands","Men","1960-1964","High","GGS",153,52,34,34,65.4
"1993","Netherlands","Men","1960-1964",NA,"GGS",1,1,1,100,100
"1994","Netherlands","Men","1965-1969","Low","GGS",63,29,18,46,62.1
"1995","Netherlands","Men","1965-1969","Medium","GGS",84,29,17,34.5,58.6
"1996","Netherlands","Men","1965-1969","High","GGS",86,38,25,44.2,65.8
"1997","Netherlands","Men","1965-1969",NA,"GGS",1,1,1,100,100
"1998","Netherlands","Women","1920-1924","Low","GGS",44,8,2,18.2,25
"1999","Netherlands","Women","1920-1924","Medium","GGS",12,3,3,25,100
"2000","Netherlands","Women","1920-1924","High","GGS",8,3,2,37.5,66.7
"2001","Netherlands","Women","1920-1924",NA,"GGS",1,NA,NA,NA,NA
"2002","Netherlands","Women","1925-1929","Low","GGS",150,17,8,11.3,47.1
"2003","Netherlands","Women","1925-1929","Medium","GGS",38,9,6,23.7,66.7
"2004","Netherlands","Women","1925-1929","High","GGS",19,9,5,47.4,55.6
"2005","Netherlands","Women","1930-1934","Low","GGS",174,28,16,16.1,57.1
"2006","Netherlands","Women","1930-1934","Medium","GGS",52,9,7,17.3,77.8
"2007","Netherlands","Women","1930-1934","High","GGS",41,11,8,26.8,72.7
"2008","Netherlands","Women","1935-1939","Low","GGS",159,11,6,6.9,54.5
"2009","Netherlands","Women","1935-1939","Medium","GGS",39,2,1,5.1,50
"2010","Netherlands","Women","1935-1939","High","GGS",56,11,9,19.6,81.8
"2011","Netherlands","Women","1935-1939",NA,"GGS",1,NA,NA,NA,NA
"2012","Netherlands","Women","1940-1944","Low","GGS",186,13,9,7,69.2
"2013","Netherlands","Women","1940-1944","Medium","GGS",80,9,4,11.2,44.4
"2014","Netherlands","Women","1940-1944","High","GGS",69,21,17,30.4,81
"2015","Netherlands","Women","1945-1949","Low","GGS",247,24,16,9.7,66.7
"2016","Netherlands","Women","1945-1949","Medium","GGS",79,8,5,10.1,62.5
"2017","Netherlands","Women","1945-1949","High","GGS",107,37,21,34.6,56.8
"2018","Netherlands","Women","1945-1949",NA,"GGS",1,NA,NA,NA,NA
"2019","Netherlands","Women","1950-1954","Low","GGS",201,28,14,13.9,50
"2020","Netherlands","Women","1950-1954","Medium","GGS",119,23,12,19.3,52.2
"2021","Netherlands","Women","1950-1954","High","GGS",144,47,24,32.6,51.1
"2022","Netherlands","Women","1950-1954",NA,"GGS",2,NA,NA,NA,NA
"2023","Netherlands","Women","1955-1959","Low","GGS",144,15,5,10.4,33.3
"2024","Netherlands","Women","1955-1959","Medium","GGS",149,31,20,20.8,64.5
"2025","Netherlands","Women","1955-1959","High","GGS",168,41,18,24.4,43.9
"2026","Netherlands","Women","1960-1964","Low","GGS",191,20,12,10.5,60
"2027","Netherlands","Women","1960-1964","Medium","GGS",222,40,23,18,57.5
"2028","Netherlands","Women","1960-1964","High","GGS",188,55,32,29.3,58.2
"2029","Netherlands","Women","1960-1964",NA,"GGS",1,1,1,100,100
"2030","Netherlands","Women","1965-1969","Low","GGS",95,9,5,9.5,55.6
"2031","Netherlands","Women","1965-1969","Medium","GGS",173,37,24,21.4,64.9
"2032","Netherlands","Women","1965-1969","High","GGS",140,29,16,20.7,55.2
"2033","Netherlands","Women","1965-1969",NA,"GGS",1,NA,NA,NA,NA
"2034","Nicaragua","Men","1945-1949","Low","DHS",105,3,2,2.9,66.7
"2035","Nicaragua","Men","1945-1949","Medium","DHS",145,4,2,2.8,50
"2036","Nicaragua","Men","1945-1949","High","DHS",44,1,1,2.3,100
"2037","Nicaragua","Men","1950-1954","Low","DHS",413,11,4,2.7,36.4
"2038","Nicaragua","Men","1950-1954","Medium","DHS",467,11,7,2.4,63.6
"2039","Nicaragua","Men","1950-1954","High","DHS",183,7,5,3.8,71.4
"2040","Nicaragua","Men","1955-1959","Low","DHS",392,9,5,2.3,55.6
"2041","Nicaragua","Men","1955-1959","Medium","DHS",612,24,17,3.9,70.8
"2042","Nicaragua","Men","1955-1959","High","DHS",375,25,14,6.7,56
"2043","Nicaragua","Men","1960-1964","Low","DHS",279,6,2,2.2,33.3
"2044","Nicaragua","Men","1960-1964","Medium","DHS",432,12,5,2.8,41.7
"2045","Nicaragua","Men","1960-1964","High","DHS",361,29,20,8,69
"2046","Nicaragua","Women","1935-1939","Low","DHS",10,NA,NA,NA,NA
"2047","Nicaragua","Women","1935-1939","Medium","DHS",10,NA,NA,NA,NA
"2048","Nicaragua","Women","1935-1939","High","DHS",6,NA,NA,NA,NA
"2049","Nicaragua","Women","1940-1944","Low","DHS",65,7,3,10.8,42.9
"2050","Nicaragua","Women","1940-1944","Medium","DHS",54,2,1,3.7,50
"2051","Nicaragua","Women","1940-1944","High","DHS",19,NA,NA,NA,NA
"2052","Nicaragua","Women","1945-1949","Low","DHS",51,4,4,7.8,100
"2053","Nicaragua","Women","1945-1949","Medium","DHS",65,4,NA,6.2,NA
"2054","Nicaragua","Women","1945-1949","High","DHS",31,2,1,6.5,50
"2055","Nicaragua","Women","1950-1954","Low","DHS",83,5,3,6,60
"2056","Nicaragua","Women","1950-1954","Medium","DHS",90,6,3,6.7,50
"2057","Nicaragua","Women","1950-1954","High","DHS",51,1,NA,2,NA
"2058","Nicaragua","Women","1955-1959","Low","DHS",74,2,2,2.7,100
"2059","Nicaragua","Women","1955-1959","Medium","DHS",118,3,2,2.5,66.7
"2060","Nicaragua","Women","1955-1959","High","DHS",75,2,1,2.7,50
"2061","Nicaragua","Women","1960-1964","Low","DHS",34,1,NA,2.9,NA
"2062","Nicaragua","Women","1960-1964","Medium","DHS",84,9,5,10.7,55.6
"2063","Nicaragua","Women","1960-1964","High","DHS",69,2,1,2.9,50
"2064","Niger","Men","1960-1964","Low","DHS",249,4,NA,1.6,NA
"2065","Niger","Men","1960-1964","Medium","DHS",16,NA,NA,NA,NA
"2066","Niger","Men","1960-1964","High","DHS",16,1,1,6.2,100
"2067","Niger","Men","1965-1969","Low","DHS",675,6,1,0.9,16.7
"2068","Niger","Men","1965-1969","Medium","DHS",78,2,1,2.6,50
"2069","Niger","Men","1965-1969","High","DHS",69,4,NA,5.8,NA
"2070","Niger","Men","1970-1974","Low","DHS",939,16,2,1.7,12.5
"2071","Niger","Men","1970-1974","Medium","DHS",123,2,1,1.6,50
"2072","Niger","Men","1970-1974","High","DHS",79,9,6,11.4,66.7
"2073","Niger","Men","1970-1974",NA,"DHS",3,NA,NA,NA,NA
"2074","Niger","Men","1975-1979","Low","DHS",755,11,2,1.5,18.2
"2075","Niger","Men","1975-1979","Medium","DHS",105,7,2,6.7,28.6
"2076","Niger","Men","1975-1979","High","DHS",56,9,6,16.1,66.7
"2077","Niger","Men","1975-1979",NA,"DHS",2,NA,NA,NA,NA
"2078","Niger","Women","1950-1954","Low","DHS",67,NA,NA,NA,NA
"2079","Niger","Women","1950-1954","Medium","DHS",6,NA,NA,NA,NA
"2080","Niger","Women","1950-1954","High","DHS",6,NA,NA,NA,NA
"2081","Niger","Women","1955-1959","Low","DHS",173,3,1,1.7,33.3
"2082","Niger","Women","1955-1959","Medium","DHS",36,NA,NA,NA,NA
"2083","Niger","Women","1955-1959","High","DHS",19,NA,NA,NA,NA
"2084","Niger","Women","1960-1964","Low","DHS",257,1,1,0.4,100
"2085","Niger","Women","1960-1964","Medium","DHS",38,NA,NA,NA,NA
"2086","Niger","Women","1960-1964","High","DHS",38,NA,NA,NA,NA
"2087","Niger","Women","1965-1969","Low","DHS",286,2,1,0.7,50
"2088","Niger","Women","1965-1969","Medium","DHS",44,2,1,4.5,50
"2089","Niger","Women","1965-1969","High","DHS",55,5,2,9.1,40
"2090","Niger","Women","1970-1974","Low","DHS",326,10,4,3.1,40
"2091","Niger","Women","1970-1974","Medium","DHS",87,4,1,4.6,25
"2092","Niger","Women","1970-1974","High","DHS",76,6,2,7.9,33.3
"2093","Niger","Women","1970-1974",NA,"DHS",3,NA,NA,NA,NA
"2094","Niger","Women","1975-1979","Low","DHS",206,7,3,3.4,42.9
"2095","Niger","Women","1975-1979","Medium","DHS",53,4,1,7.5,25
"2096","Niger","Women","1975-1979","High","DHS",34,11,7,32.4,63.6
"2097","Niger","Women","1975-1979",NA,"DHS",1,NA,NA,NA,NA
"2098","Nigeria","Men","1965-1969","Low","DHS",285,12,NA,4.2,NA
"2099","Nigeria","Men","1965-1969","Medium","DHS",222,4,1,1.8,25
"2100","Nigeria","Men","1965-1969","High","DHS",296,11,2,3.7,18.2
"2101","Nigeria","Men","1970-1974","Low","DHS",1568,29,2,1.8,6.9
"2102","Nigeria","Men","1970-1974","Medium","DHS",955,27,10,2.8,37
"2103","Nigeria","Men","1970-1974","High","DHS",1082,55,18,5.1,32.7
"2104","Nigeria","Men","1975-1979","Low","DHS",1768,36,4,2,11.1
"2105","Nigeria","Men","1975-1979","Medium","DHS",914,21,6,2.3,28.6
"2106","Nigeria","Men","1975-1979","High","DHS",1627,118,57,7.3,48.3
"2107","Nigeria","Men","1980-1984","Low","DHS",1800,34,5,1.9,14.7
"2108","Nigeria","Men","1980-1984","Medium","DHS",871,22,9,2.5,40.9
"2109","Nigeria","Men","1980-1984","High","DHS",1966,153,87,7.8,56.9
"2110","Nigeria","Women","1955-1959","Low","DHS",22,NA,NA,NA,NA
"2111","Nigeria","Women","1955-1959","Medium","DHS",28,2,1,7.1,50
"2112","Nigeria","Women","1955-1959","High","DHS",32,NA,NA,NA,NA
"2113","Nigeria","Women","1960-1964","Low","DHS",208,3,1,1.4,33.3
"2114","Nigeria","Women","1960-1964","Medium","DHS",163,3,2,1.8,66.7
"2115","Nigeria","Women","1960-1964","High","DHS",289,5,1,1.7,20
"2116","Nigeria","Women","1965-1969","Low","DHS",239,6,4,2.5,66.7
