"","country","sex","bc_cate","education","datasetname","TotalN","ChildlessN","NeverInUnionN","prop_childless","prop_neverinunion"
"817","Estonia","Men","1970-1974","Medium","GGS",16,2,2,12.5,100
"818","Estonia","Men","1970-1974","High","GGS",1,NA,NA,NA,NA
"819","Estonia","Women","1920-1924","Low","GGS",29,6,NA,20.7,NA
"820","Estonia","Women","1920-1924","Medium","GGS",6,NA,NA,NA,NA
"821","Estonia","Women","1920-1924","High","GGS",5,1,NA,20,NA
"822","Estonia","Women","1925-1929","Low","GGS",178,26,9,14.6,34.6
"823","Estonia","Women","1925-1929","Medium","GGS",76,12,4,15.8,33.3
"824","Estonia","Women","1925-1929","High","GGS",49,7,5,14.3,71.4
"825","Estonia","Women","1930-1934","Low","GGS",228,19,10,8.3,52.6
"826","Estonia","Women","1930-1934","Medium","GGS",102,9,2,8.8,22.2
"827","Estonia","Women","1930-1934","High","GGS",65,10,5,15.4,50
"828","Estonia","Women","1935-1939","Low","GGS",160,13,7,8.1,53.8
"829","Estonia","Women","1935-1939","Medium","GGS",144,9,2,6.2,22.2
"830","Estonia","Women","1935-1939","High","GGS",114,15,6,13.2,40
"831","Estonia","Women","1940-1944","Low","GGS",118,10,3,8.5,30
"832","Estonia","Women","1940-1944","Medium","GGS",147,7,5,4.8,71.4
"833","Estonia","Women","1940-1944","High","GGS",122,13,8,10.7,61.5
"834","Estonia","Women","1945-1949","Low","GGS",69,9,4,13,44.4
"835","Estonia","Women","1945-1949","Medium","GGS",200,7,2,3.5,28.6
"836","Estonia","Women","1945-1949","High","GGS",138,14,8,10.1,57.1
"837","Estonia","Women","1950-1954","Low","GGS",55,3,3,5.5,100
"838","Estonia","Women","1950-1954","Medium","GGS",239,14,6,5.9,42.9
"839","Estonia","Women","1950-1954","High","GGS",182,14,9,7.7,64.3
"840","Estonia","Women","1955-1959","Low","GGS",34,3,2,8.8,66.7
"841","Estonia","Women","1955-1959","Medium","GGS",226,12,5,5.3,41.7
"842","Estonia","Women","1955-1959","High","GGS",206,14,6,6.8,42.9
"843","Estonia","Women","1960-1964","Low","GGS",25,1,1,4,100
"844","Estonia","Women","1960-1964","Medium","GGS",234,13,7,5.6,53.8
"845","Estonia","Women","1960-1964","High","GGS",211,17,15,8.1,88.2
"846","Estonia","Women","1965-1969","Low","GGS",23,4,3,17.4,75
"847","Estonia","Women","1965-1969","Medium","GGS",222,20,14,9,70
"848","Estonia","Women","1965-1969","High","GGS",164,13,10,7.9,76.9
"849","Estonia","Women","1970-1974","Low","GGS",1,NA,NA,NA,NA
"850","Estonia","Women","1970-1974","Medium","GGS",17,3,2,17.6,66.7
"851","Estonia","Women","1970-1974","High","GGS",7,2,2,28.6,100
"852","Ethiopia","Men","1965-1969","Low","DHS",362,6,NA,1.7,NA
"853","Ethiopia","Men","1965-1969","Medium","DHS",81,4,1,4.9,25
"854","Ethiopia","Men","1965-1969","High","DHS",51,7,5,13.7,71.4
"855","Ethiopia","Men","1970-1974","Low","DHS",744,17,3,2.3,17.6
"856","Ethiopia","Men","1970-1974","Medium","DHS",202,10,2,5,20
"857","Ethiopia","Men","1970-1974","High","DHS",129,22,15,17.1,68.2
"858","Ethiopia","Men","1975-1979","Low","DHS",1138,19,7,1.7,36.8
"859","Ethiopia","Men","1975-1979","Medium","DHS",336,18,8,5.4,44.4
"860","Ethiopia","Men","1975-1979","High","DHS",226,51,34,22.6,66.7
"861","Ethiopia","Men","1980-1984","Low","DHS",627,21,8,3.3,38.1
"862","Ethiopia","Men","1980-1984","Medium","DHS",188,8,3,4.3,37.5
"863","Ethiopia","Men","1980-1984","High","DHS",112,28,19,25,67.9
"864","Ethiopia","Women","1955-1959","Low","DHS",120,1,NA,0.8,NA
"865","Ethiopia","Women","1955-1959","Medium","DHS",52,3,1,5.8,33.3
"866","Ethiopia","Women","1955-1959","High","DHS",45,2,1,4.4,50
"867","Ethiopia","Women","1960-1964","Low","DHS",326,6,NA,1.8,NA
"868","Ethiopia","Women","1960-1964","Medium","DHS",161,4,2,2.5,50
"869","Ethiopia","Women","1960-1964","High","DHS",102,12,7,11.8,58.3
"870","Ethiopia","Women","1965-1969","Low","DHS",366,4,NA,1.1,NA
"871","Ethiopia","Women","1965-1969","Medium","DHS",224,4,2,1.8,50
"872","Ethiopia","Women","1965-1969","High","DHS",137,12,6,8.8,50
"873","Ethiopia","Women","1970-1974","Low","DHS",481,13,5,2.7,38.5
"874","Ethiopia","Women","1970-1974","Medium","DHS",371,16,8,4.3,50
"875","Ethiopia","Women","1970-1974","High","DHS",208,32,20,15.4,62.5
"876","Ethiopia","Women","1975-1979","Low","DHS",542,16,6,3,37.5
"877","Ethiopia","Women","1975-1979","Medium","DHS",519,25,10,4.8,40
"878","Ethiopia","Women","1975-1979","High","DHS",291,65,44,22.3,67.7
"879","Ethiopia","Women","1980-1984","Low","DHS",241,17,7,7.1,41.2
"880","Ethiopia","Women","1980-1984","Medium","DHS",244,18,10,7.4,55.6
"881","Ethiopia","Women","1980-1984","High","DHS",141,38,23,27,60.5
"882","France","Men","1925-1929","Low","GGS",130,29,20,22.3,69
"883","France","Men","1925-1929","Medium","GGS",31,5,4,16.1,80
"884","France","Men","1925-1929","High","GGS",22,3,1,13.6,33.3
"885","France","Men","1930-1934","Low","GGS",157,28,21,17.8,75
"886","France","Men","1930-1934","Medium","GGS",85,12,10,14.1,83.3
"887","France","Men","1930-1934","High","GGS",28,NA,NA,NA,NA
"888","France","Men","1935-1939","Low","GGS",137,16,11,11.7,68.8
"889","France","Men","1935-1939","Medium","GGS",114,18,12,15.8,66.7
"890","France","Men","1935-1939","High","GGS",43,4,2,9.3,50
"891","France","Men","1940-1944","Low","GGS",139,24,19,17.3,79.2
"892","France","Men","1940-1944","Medium","GGS",116,20,11,17.2,55
"893","France","Men","1940-1944","High","GGS",65,7,5,10.8,71.4
"894","France","Men","1945-1949","Low","GGS",160,23,16,14.4,69.6
"895","France","Men","1945-1949","Medium","GGS",178,24,18,13.5,75
"896","France","Men","1945-1949","High","GGS",98,13,6,13.3,46.2
"897","France","Men","1950-1954","Low","GGS",127,16,10,12.6,62.5
"898","France","Men","1950-1954","Medium","GGS",196,29,15,14.8,51.7
"899","France","Men","1950-1954","High","GGS",85,13,5,15.3,38.5
"900","France","Men","1955-1959","Low","GGS",122,32,19,26.2,59.4
"901","France","Men","1955-1959","Medium","GGS",172,34,20,19.8,58.8
"902","France","Men","1955-1959","High","GGS",109,28,15,25.7,53.6
"903","France","Men","1960-1964","Low","GGS",95,30,20,31.6,66.7
"904","France","Men","1960-1964","Medium","GGS",218,49,21,22.5,42.9
"905","France","Men","1960-1964","High","GGS",101,23,8,22.8,34.8
"906","France","Men","1965-1969","Low","GGS",87,19,15,21.8,78.9
"907","France","Men","1965-1969","Medium","GGS",248,47,28,19,59.6
"908","France","Men","1965-1969","High","GGS",135,32,15,23.7,46.9
"909","France","Men","1970-1974","Low","GGS",10,5,5,50,100
"910","France","Men","1970-1974","Medium","GGS",45,6,4,13.3,66.7
"911","France","Men","1970-1974","High","GGS",29,12,6,41.4,50
"912","France","Women","1925-1929","Low","GGS",193,33,17,17.1,51.5
"913","France","Women","1925-1929","Medium","GGS",46,12,7,26.1,58.3
"914","France","Women","1925-1929","High","GGS",11,5,3,45.5,60
"915","France","Women","1930-1934","Low","GGS",261,30,21,11.5,70
"916","France","Women","1930-1934","Medium","GGS",41,11,4,26.8,36.4
"917","France","Women","1930-1934","High","GGS",26,5,4,19.2,80
"918","France","Women","1935-1939","Low","GGS",245,27,15,11,55.6
"919","France","Women","1935-1939","Medium","GGS",87,7,5,8,71.4
"920","France","Women","1935-1939","High","GGS",43,9,7,20.9,77.8
"921","France","Women","1940-1944","Low","GGS",189,17,12,9,70.6
"922","France","Women","1940-1944","Medium","GGS",128,22,13,17.2,59.1
"923","France","Women","1940-1944","High","GGS",50,10,5,20,50
"924","France","Women","1945-1949","Low","GGS",230,19,13,8.3,68.4
"925","France","Women","1945-1949","Medium","GGS",189,28,20,14.8,71.4
"926","France","Women","1945-1949","High","GGS",95,27,15,28.4,55.6
"927","France","Women","1950-1954","Low","GGS",215,24,16,11.2,66.7
"928","France","Women","1950-1954","Medium","GGS",207,26,20,12.6,76.9
"929","France","Women","1950-1954","High","GGS",126,21,11,16.7,52.4
"930","France","Women","1955-1959","Low","GGS",178,19,10,10.7,52.6
"931","France","Women","1955-1959","Medium","GGS",202,30,15,14.9,50
"932","France","Women","1955-1959","High","GGS",160,32,16,20,50
"933","France","Women","1960-1964","Low","GGS",134,9,5,6.7,55.6
"934","France","Women","1960-1964","Medium","GGS",215,38,23,17.7,60.5
"935","France","Women","1960-1964","High","GGS",172,31,12,18,38.7
"936","France","Women","1965-1969","Low","GGS",108,14,9,13,64.3
"937","France","Women","1965-1969","Medium","GGS",272,34,24,12.5,70.6
"938","France","Women","1965-1969","High","GGS",193,43,23,22.3,53.5
"939","France","Women","1970-1974","Low","GGS",17,3,3,17.6,100
"940","France","Women","1970-1974","Medium","GGS",40,3,2,7.5,66.7
"941","France","Women","1970-1974","High","GGS",46,7,4,15.2,57.1
"942","Gabon","Men","1960-1964","Low","DHS",28,2,1,7.1,50
"943","Gabon","Men","1960-1964","Medium","DHS",235,11,NA,4.7,NA
"944","Gabon","Men","1960-1964","High","DHS",154,8,NA,5.2,NA
"945","Gabon","Men","1965-1969","Low","DHS",69,2,1,2.9,50
"946","Gabon","Men","1965-1969","Medium","DHS",400,18,1,4.5,5.6
"947","Gabon","Men","1965-1969","High","DHS",346,14,4,4,28.6
"948","Gabon","Men","1970-1974","Low","DHS",53,4,NA,7.5,NA
"949","Gabon","Men","1970-1974","Medium","DHS",407,13,2,3.2,15.4
"950","Gabon","Men","1970-1974","High","DHS",459,19,7,4.1,36.8
"951","Gabon","Men","1975-1979","Low","DHS",31,NA,NA,NA,NA
"952","Gabon","Men","1975-1979","Medium","DHS",196,9,3,4.6,33.3
"953","Gabon","Men","1975-1979","High","DHS",241,17,4,7.1,23.5
"954","Gabon","Women","1950-1954","Low","DHS",7,NA,NA,NA,NA
"955","Gabon","Women","1950-1954","Medium","DHS",46,2,NA,4.3,NA
"956","Gabon","Women","1950-1954","High","DHS",72,NA,NA,NA,NA
"957","Gabon","Women","1955-1959","Low","DHS",31,1,NA,3.2,NA
"958","Gabon","Women","1955-1959","Medium","DHS",92,4,2,4.3,50
"959","Gabon","Women","1955-1959","High","DHS",198,5,3,2.5,60
"960","Gabon","Women","1960-1964","Low","DHS",27,1,1,3.7,100
"961","Gabon","Women","1960-1964","Medium","DHS",140,11,NA,7.9,NA
"962","Gabon","Women","1960-1964","High","DHS",315,9,2,2.9,22.2
"963","Gabon","Women","1965-1969","Low","DHS",38,1,1,2.6,100
"964","Gabon","Women","1965-1969","Medium","DHS",143,16,5,11.2,31.2
"965","Gabon","Women","1965-1969","High","DHS",355,7,2,2,28.6
"966","Gabon","Women","1970-1974","Low","DHS",40,10,5,25,50
"967","Gabon","Women","1970-1974","Medium","DHS",152,19,11,12.5,57.9
"968","Gabon","Women","1970-1974","High","DHS",405,22,6,5.4,27.3
"969","Gabon","Women","1975-1979","Low","DHS",24,6,3,25,50
"970","Gabon","Women","1975-1979","Medium","DHS",73,11,7,15.1,63.6
"971","Gabon","Women","1975-1979","High","DHS",229,22,10,9.6,45.5
"972","Gambia","Men","1970-1974","Low","DHS",485,8,NA,1.6,NA
"973","Gambia","Men","1970-1974","Medium","DHS",96,NA,NA,NA,NA
"974","Gambia","Men","1970-1974","High","DHS",127,6,NA,4.7,NA
"975","Gambia","Men","1975-1979","Low","DHS",705,16,1,2.3,6.2
"976","Gambia","Men","1975-1979","Medium","DHS",127,3,NA,2.4,NA
"977","Gambia","Men","1975-1979","High","DHS",193,10,2,5.2,20
"978","Gambia","Men","1980-1984","Low","DHS",898,17,3,1.9,17.6
"979","Gambia","Men","1980-1984","Medium","DHS",223,11,1,4.9,9.1
"980","Gambia","Men","1980-1984","High","DHS",359,29,10,8.1,34.5
"981","Gambia","Men","1985-1989","Low","DHS",46,1,1,2.2,100
"982","Gambia","Men","1985-1989","Medium","DHS",8,NA,NA,NA,NA
"983","Gambia","Men","1985-1989","High","DHS",9,1,NA,11.1,NA
"984","Gambia","Women","1960-1964","Low","DHS",94,NA,NA,NA,NA
"985","Gambia","Women","1960-1964","Medium","DHS",10,NA,NA,NA,NA
"986","Gambia","Women","1960-1964","High","DHS",48,4,1,8.3,25
"987","Gambia","Women","1965-1969","Low","DHS",134,2,NA,1.5,NA
"988","Gambia","Women","1965-1969","Medium","DHS",30,1,1,3.3,100
"989","Gambia","Women","1965-1969","High","DHS",101,5,3,5,60
"990","Gambia","Women","1970-1974","Low","DHS",159,2,NA,1.3,NA
"991","Gambia","Women","1970-1974","Medium","DHS",49,1,NA,2,NA
"992","Gambia","Women","1970-1974","High","DHS",149,9,8,6,88.9
"993","Gambia","Women","1975-1979","Low","DHS",151,7,2,4.6,28.6
"994","Gambia","Women","1975-1979","Medium","DHS",62,4,3,6.5,75
"995","Gambia","Women","1975-1979","High","DHS",155,16,12,10.3,75
"996","Gambia","Women","1980-1984","Low","DHS",201,15,9,7.5,60
"997","Gambia","Women","1980-1984","Medium","DHS",73,9,4,12.3,44.4
"998","Gambia","Women","1980-1984","High","DHS",230,43,34,18.7,79.1
"999","Gambia","Women","1985-1989","Low","DHS",8,1,NA,12.5,NA
"1000","Gambia","Women","1985-1989","Medium","DHS",4,1,NA,25,NA
"1001","Gambia","Women","1985-1989","High","DHS",8,2,NA,25,NA
"1002","Georgia","Men","1925-1929","Low","GGS",48,3,3,6.2,100
"1003","Georgia","Men","1925-1929","Medium","GGS",50,NA,NA,NA,NA
"1004","Georgia","Men","1925-1929","High","GGS",23,2,1,8.7,50
"1005","Georgia","Men","1930-1934","Low","GGS",100,6,5,6,83.3
"1006","Georgia","Men","1930-1934","Medium","GGS",53,NA,NA,NA,NA
"1007","Georgia","Men","1930-1934","High","GGS",39,2,2,5.1,100
"1008","Georgia","Men","1935-1939","Low","GGS",89,6,6,6.7,100
"1009","Georgia","Men","1935-1939","Medium","GGS",154,7,6,4.5,85.7
"1010","Georgia","Men","1935-1939","High","GGS",74,8,7,10.8,87.5
"1011","Georgia","Men","1940-1944","Low","GGS",46,6,3,13,50
"1012","Georgia","Men","1940-1944","Medium","GGS",116,5,5,4.3,100
"1013","Georgia","Men","1940-1944","High","GGS",56,4,4,7.1,100
"1014","Georgia","Men","1945-1949","Low","GGS",23,2,1,8.7,50
"1015","Georgia","Men","1945-1949","Medium","GGS",147,11,10,7.5,90.9
"1016","Georgia","Men","1945-1949","High","GGS",88,NA,NA,NA,NA
"1017","Georgia","Men","1950-1954","Low","GGS",25,2,2,8,100
"1018","Georgia","Men","1950-1954","Medium","GGS",202,11,11,5.4,100
"1019","Georgia","Men","1950-1954","High","GGS",110,7,7,6.4,100
"1020","Georgia","Men","1955-1959","Low","GGS",15,NA,NA,NA,NA
"1021","Georgia","Men","1955-1959","Medium","GGS",288,22,21,7.6,95.5
"1022","Georgia","Men","1955-1959","High","GGS",154,16,16,10.4,100
"1023","Georgia","Men","1960-1964","Low","GGS",20,4,3,20,75
"1024","Georgia","Men","1960-1964","Medium","GGS",321,34,33,10.6,97.1
"1025","Georgia","Men","1960-1964","High","GGS",128,17,16,13.3,94.1
"1026","Georgia","Men","1965-1969","Low","GGS",16,6,6,37.5,100
"1027","Georgia","Men","1965-1969","Medium","GGS",304,45,43,14.8,95.6
"1028","Georgia","Men","1965-1969","High","GGS",130,26,25,20,96.2
"1029","Georgia","Men","1970-1974","Low","GGS",3,NA,NA,NA,NA
"1030","Georgia","Men","1970-1974","Medium","GGS",65,21,20,32.3,95.2
"1031","Georgia","Men","1970-1974","High","GGS",42,16,15,38.1,93.8
"1032","Georgia","Women","1925-1929","Low","GGS",103,13,10,12.6,76.9
"1033","Georgia","Women","1925-1929","Medium","GGS",84,14,12,16.7,85.7
"1034","Georgia","Women","1925-1929","High","GGS",31,10,6,32.3,60
"1035","Georgia","Women","1930-1934","Low","GGS",141,11,9,7.8,81.8
"1036","Georgia","Women","1930-1934","Medium","GGS",120,20,12,16.7,60
"1037","Georgia","Women","1930-1934","High","GGS",39,6,4,15.4,66.7
"1038","Georgia","Women","1935-1939","Low","GGS",139,17,14,12.2,82.4
"1039","Georgia","Women","1935-1939","Medium","GGS",203,19,11,9.4,57.9
"1040","Georgia","Women","1935-1939","High","GGS",87,16,14,18.4,87.5
"1041","Georgia","Women","1940-1944","Low","GGS",73,7,4,9.6,57.1
"1042","Georgia","Women","1940-1944","Medium","GGS",197,24,17,12.2,70.8
"1043","Georgia","Women","1940-1944","High","GGS",73,15,15,20.5,100
"1044","Georgia","Women","1945-1949","Low","GGS",55,7,5,12.7,71.4
"1045","Georgia","Women","1945-1949","Medium","GGS",199,14,13,7,92.9
"1046","Georgia","Women","1945-1949","High","GGS",121,21,18,17.4,85.7
"1047","Georgia","Women","1950-1954","Low","GGS",51,6,6,11.8,100
"1048","Georgia","Women","1950-1954","Medium","GGS",306,26,21,8.5,80.8
"1049","Georgia","Women","1950-1954","High","GGS",118,19,18,16.1,94.7
"1050","Georgia","Women","1955-1959","Low","GGS",32,2,2,6.2,100
"1051","Georgia","Women","1955-1959","Medium","GGS",356,31,31,8.7,100
"1052","Georgia","Women","1955-1959","High","GGS",156,17,16,10.9,94.1
"1053","Georgia","Women","1960-1964","Low","GGS",31,2,2,6.5,100
"1054","Georgia","Women","1960-1964","Medium","GGS",415,44,39,10.6,88.6
"1055","Georgia","Women","1960-1964","High","GGS",180,32,31,17.8,96.9
"1056","Georgia","Women","1965-1969","Low","GGS",23,3,3,13,100
"1057","Georgia","Women","1965-1969","Medium","GGS",345,37,33,10.7,89.2
"1058","Georgia","Women","1965-1969","High","GGS",152,37,36,24.3,97.3
"1059","Georgia","Women","1970-1974","Low","GGS",16,NA,NA,NA,NA
"1060","Georgia","Women","1970-1974","Medium","GGS",101,12,11,11.9,91.7
"1061","Georgia","Women","1970-1974","High","GGS",57,11,10,19.3,90.9
"1062","Germany","Men","1925-1929","Low","GGS",23,10,6,43.5,60
"1063","Germany","Men","1925-1929","Medium","GGS",92,19,15,20.7,78.9
"1064","Germany","Men","1925-1929","High","GGS",80,11,8,13.8,72.7
"1065","Germany","Men","1925-1929",NA,"GGS",7,NA,NA,NA,NA
"1066","Germany","Men","1930-1934","Low","GGS",24,9,8,37.5,88.9
"1067","Germany","Men","1930-1934","Medium","GGS",136,33,28,24.3,84.8
"1068","Germany","Men","1930-1934","High","GGS",97,15,15,15.5,100
"1069","Germany","Men","1930-1934",NA,"GGS",7,1,NA,14.3,NA
"1070","Germany","Men","1935-1939","Low","GGS",38,14,12,36.8,85.7
"1071","Germany","Men","1935-1939","Medium","GGS",208,56,39,26.9,69.6
"1072","Germany","Men","1935-1939","High","GGS",146,28,20,19.2,71.4
"1073","Germany","Men","1935-1939",NA,"GGS",6,1,1,16.7,100
"1074","Germany","Men","1940-1944","Low","GGS",39,14,10,35.9,71.4
"1075","Germany","Men","1940-1944","Medium","GGS",238,62,43,26.1,69.4
"1076","Germany","Men","1940-1944","High","GGS",166,39,28,23.5,71.8
"1077","Germany","Men","1940-1944",NA,"GGS",9,1,1,11.1,100
"1078","Germany","Men","1945-1949","Low","GGS",16,9,8,56.2,88.9
"1079","Germany","Men","1945-1949","Medium","GGS",191,43,33,22.5,76.7
"1080","Germany","Men","1945-1949","High","GGS",142,32,18,22.5,56.2
"1081","Germany","Men","1945-1949",NA,"GGS",3,NA,NA,NA,NA
"1082","Germany","Men","1950-1954","Low","GGS",25,7,6,28,85.7
"1083","Germany","Men","1950-1954","Medium","GGS",233,69,49,29.6,71
"1084","Germany","Men","1950-1954","High","GGS",134,27,17,20.1,63
"1085","Germany","Men","1950-1954",NA,"GGS",4,1,1,25,100
"1086","Germany","Men","1955-1959","Low","GGS",21,7,5,33.3,71.4
"1087","Germany","Men","1955-1959","Medium","GGS",230,58,38,25.2,65.5
"1088","Germany","Men","1955-1959","High","GGS",162,32,21,19.8,65.6
"1089","Germany","Men","1955-1959",NA,"GGS",4,NA,NA,NA,NA
"1090","Germany","Men","1960-1964","Low","GGS",30,10,8,33.3,80
"1091","Germany","Men","1960-1964","Medium","GGS",302,88,59,29.1,67
"1092","Germany","Men","1960-1964","High","GGS",180,44,31,24.4,70.5
"1093","Germany","Men","1960-1964",NA,"GGS",9,5,2,55.6,40
"1094","Germany","Men","1965-1969","Low","GGS",41,15,10,36.6,66.7
"1095","Germany","Men","1965-1969","Medium","GGS",272,102,72,37.5,70.6
"1096","Germany","Men","1965-1969","High","GGS",127,52,31,40.9,59.6
"1097","Germany","Men","1965-1969",NA,"GGS",7,3,3,42.9,100
"1098","Germany","Men","1970-1974","Low","GGS",3,NA,NA,NA,NA
"1099","Germany","Men","1970-1974","Medium","GGS",29,14,11,48.3,78.6
"1100","Germany","Men","1970-1974","High","GGS",8,4,3,50,75
"1101","Germany","Women","1920-1924","Medium","GGS",1,NA,NA,NA,NA
"1102","Germany","Women","1925-1929","Low","GGS",102,31,24,30.4,77.4
"1103","Germany","Women","1925-1929","Medium","GGS",115,29,21,25.2,72.4
"1104","Germany","Women","1925-1929","High","GGS",28,14,10,50,71.4
"1105","Germany","Women","1925-1929",NA,"GGS",2,NA,NA,NA,NA
"1106","Germany","Women","1930-1934","Low","GGS",117,27,18,23.1,66.7
"1107","Germany","Women","1930-1934","Medium","GGS",132,29,17,22,58.6
"1108","Germany","Women","1930-1934","High","GGS",42,12,9,28.6,75
"1109","Germany","Women","1930-1934",NA,"GGS",2,NA,NA,NA,NA
"1110","Germany","Women","1935-1939","Low","GGS",101,19,12,18.8,63.2
"1111","Germany","Women","1935-1939","Medium","GGS",228,55,42,24.1,76.4
"1112","Germany","Women","1935-1939","High","GGS",47,6,3,12.8,50
"1113","Germany","Women","1935-1939",NA,"GGS",5,1,NA,20,NA
"1114","Germany","Women","1940-1944","Low","GGS",66,17,9,25.8,52.9
"1115","Germany","Women","1940-1944","Medium","GGS",249,44,29,17.7,65.9
"1116","Germany","Women","1940-1944","High","GGS",74,17,12,23,70.6
"1117","Germany","Women","1940-1944",NA,"GGS",7,1,1,14.3,100
"1118","Germany","Women","1945-1949","Low","GGS",52,13,11,25,84.6
"1119","Germany","Women","1945-1949","Medium","GGS",219,46,30,21,65.2
"1120","Germany","Women","1945-1949","High","GGS",75,14,9,18.7,64.3
"1121","Germany","Women","1945-1949",NA,"GGS",10,3,1,30,33.3
"1122","Germany","Women","1950-1954","Low","GGS",48,8,5,16.7,62.5
"1123","Germany","Women","1950-1954","Medium","GGS",269,51,35,19,68.6
"1124","Germany","Women","1950-1954","High","GGS",129,19,10,14.7,52.6
"1125","Germany","Women","1950-1954",NA,"GGS",6,2,1,33.3,50
"1126","Germany","Women","1955-1959","Low","GGS",48,6,5,12.5,83.3
"1127","Germany","Women","1955-1959","Medium","GGS",351,42,24,12,57.1
"1128","Germany","Women","1955-1959","High","GGS",163,27,13,16.6,48.1
"1129","Germany","Women","1955-1959",NA,"GGS",9,3,1,33.3,33.3
"1130","Germany","Women","1960-1964","Low","GGS",63,9,6,14.3,66.7
"1131","Germany","Women","1960-1964","Medium","GGS",401,47,28,11.7,59.6
"1132","Germany","Women","1960-1964","High","GGS",173,27,17,15.6,63
"1133","Germany","Women","1960-1964",NA,"GGS",7,1,1,14.3,100
"1134","Germany","Women","1965-1969","Low","GGS",73,10,5,13.7,50
"1135","Germany","Women","1965-1969","Medium","GGS",381,52,35,13.6,67.3
"1136","Germany","Women","1965-1969","High","GGS",177,32,17,18.1,53.1
"1137","Germany","Women","1965-1969",NA,"GGS",10,4,4,40,100
"1138","Germany","Women","1970-1974","Low","GGS",7,1,1,14.3,100
"1139","Germany","Women","1970-1974","Medium","GGS",34,8,7,23.5,87.5
"1140","Germany","Women","1970-1974","High","GGS",16,3,3,18.8,100
"1141","Ghana","Men","1960-1964","Low","DHS",5,1,1,20,100
"1142","Ghana","Men","1960-1964","Medium","DHS",2,NA,NA,NA,NA
"1143","Ghana","Men","1960-1964","High","DHS",8,NA,NA,NA,NA
"1144","Ghana","Men","1965-1969","Low","DHS",388,4,NA,1,NA
"1145","Ghana","Men","1965-1969","Medium","DHS",157,4,1,2.5,25
"1146","Ghana","Men","1965-1969","High","DHS",322,7,NA,2.2,NA
"1147","Ghana","Men","1970-1974","Low","DHS",417,6,NA,1.4,NA
"1148","Ghana","Men","1970-1974","Medium","DHS",202,5,2,2.5,40
"1149","Ghana","Men","1970-1974","High","DHS",416,14,1,3.4,7.1
"1150","Ghana","Men","1975-1979","Low","DHS",436,11,2,2.5,18.2
"1151","Ghana","Men","1975-1979","Medium","DHS",217,6,1,2.8,16.7
"1152","Ghana","Men","1975-1979","High","DHS",592,38,16,6.4,42.1
"1153","Ghana","Women","1950-1954","High","DHS",6,NA,NA,NA,NA
"1154","Ghana","Women","1955-1959","Low","DHS",69,NA,NA,NA,NA
"1155","Ghana","Women","1955-1959","Medium","DHS",16,NA,NA,NA,NA
"1156","Ghana","Women","1955-1959","High","DHS",144,4,1,2.8,25
"1157","Ghana","Women","1960-1964","Low","DHS",85,4,4,4.7,100
"1158","Ghana","Women","1960-1964","Medium","DHS",45,NA,NA,NA,NA
"1159","Ghana","Women","1960-1964","High","DHS",173,6,5,3.5,83.3
"1160","Ghana","Women","1965-1969","Low","DHS",94,2,1,2.1,50
"1161","Ghana","Women","1965-1969","Medium","DHS",46,NA,NA,NA,NA
"1162","Ghana","Women","1965-1969","High","DHS",225,9,6,4,66.7
"1163","Ghana","Women","1970-1974","Low","DHS",94,4,2,4.3,50
"1164","Ghana","Women","1970-1974","Medium","DHS",65,3,1,4.6,33.3
"1165","Ghana","Women","1970-1974","High","DHS",276,16,9,5.8,56.2
"1166","Ghana","Women","1975-1979","Low","DHS",96,4,2,4.2,50
"1167","Ghana","Women","1975-1979","Medium","DHS",67,6,3,9,50
"1168","Ghana","Women","1975-1979","High","DHS",304,30,17,9.9,56.7
"1169","Guatemala","Men","1960-1964","Low","DHS",3,NA,NA,NA,NA
"1170","Guatemala","Men","1960-1964","Medium","DHS",9,NA,NA,NA,NA
"1171","Guatemala","Men","1960-1964","High","DHS",3,NA,NA,NA,NA
"1172","Guatemala","Men","1965-1969","Low","DHS",676,27,20,4,74.1
"1173","Guatemala","Men","1965-1969","Medium","DHS",983,43,29,4.4,67.4
"1174","Guatemala","Men","1965-1969","High","DHS",390,32,22,8.2,68.8
"1175","Guatemala","Men","1970-1974","Low","DHS",609,31,27,5.1,87.1
"1176","Guatemala","Men","1970-1974","Medium","DHS",1321,58,44,4.4,75.9
"1177","Guatemala","Men","1970-1974","High","DHS",587,53,35,9,66
"1178","Guatemala","Men","1975-1979","Low","DHS",677,41,31,6.1,75.6
"1179","Guatemala","Men","1975-1979","Medium","DHS",1593,107,83,6.7,77.6
"1180","Guatemala","Men","1975-1979","High","DHS",773,79,60,10.2,75.9
"1181","Guatemala","Men","1980-1984","Low","DHS",21,2,1,9.5,50
"1182","Guatemala","Men","1980-1984","Medium","DHS",52,7,5,13.5,71.4
"1183","Guatemala","Men","1980-1984","High","DHS",42,7,5,16.7,71.4
"1184","Guatemala","Women","1950-1954","Low","DHS",2,NA,NA,NA,NA
"1185","Guatemala","Women","1950-1954","Medium","DHS",3,NA,NA,NA,NA
"1186","Guatemala","Women","1950-1954","High","DHS",1,NA,NA,NA,NA
"1187","Guatemala","Women","1955-1959","Low","DHS",173,7,4,4,57.1
"1188","Guatemala","Women","1955-1959","Medium","DHS",292,11,6,3.8,54.5
"1189","Guatemala","Women","1955-1959","High","DHS",118,6,3,5.1,50
"1190","Guatemala","Women","1960-1964","Low","DHS",169,9,6,5.3,66.7
