"","country","sex","edu2","n_total","n_childless","n_niu","n","continent","p_childless","p_niu","gii"
"120","Guinea","Women","Low",1881.37460377812,83.1031856834888,11.9384719729424,4,"Africa",4.41715251798358,14.3658415435623,0.677500009536743
"121","Guyana","Men","High",736.122827075422,100.588814675808,47.003193050623,4,"Latin America",13.664678091215,46.728051426107,0.528499990701675
"122","Guyana","Men","Low",552.043287709355,74.9092815071344,37.7557519078254,4,"Latin America",13.5694578984852,50.4019677511251,0.528499990701675
"123","Guyana","Women","High",1146.50973361731,89.631271481514,46.2151593267918,4,"Latin America",7.81775059150366,51.5614233323952,0.528499990701675
"124","Guyana","Women","Low",708.213959485293,50.459168985486,20.090164989233,4,"Latin America",7.1248481210619,39.8146965024566,0.528499990701675
"125","Honduras","Men","High",1158.32615754753,95.3572841435671,46.3170841634273,4,"Latin America",8.23233452186406,48.5721511255435,0.501499995589256
"126","Honduras","Men","Low",971.798589341342,87.7036107107997,45.3898397237062,4,"Latin America",9.02487528513936,51.7536728030252,0.501499995589256
"127","Honduras","Women","High",3986.75146026164,217.446676522493,138.790330931544,4,"Latin America",5.45423206562826,63.827294650414,0.501499995589256
"128","Honduras","Women","Low",2767.6248665601,89.9982929229737,48.1192578971386,4,"Latin America",3.25182411859282,53.4668562417313,0.501499995589256
"129","Hungary","Men","High",693.677211415973,167.750353565317,78.3323989719708,4,"Europe & North America",24.1827684122556,46.6958175092432,0.265500001609325
"130","Hungary","Men","Low",648.338841500158,155.139400126729,85.2262819039519,4,"Europe & North America",23.9287530217625,54.9352916372843,0.265500001609325
"131","Hungary","Women","High",674.02717657197,83.3076029959732,31.708096621582,4,"Europe & North America",12.3596801273899,38.0614679588305,0.265500001609325
"132","Hungary","Women","Low",736.091017030946,66.4758664573116,28.4969580265433,4,"Europe & North America",9.0309302680319,42.8681257503322,0.265500001609325
"133","India","Men","High",23583.0686648905,2054.93760439788,602.850566162844,4,"Asia",8.71361413392816,29.3366847184387,0.622999995946884
"134","India","Men","Low",18595.7866865465,1371.90411538526,370.352039753227,4,"Asia",7.37749974502445,26.9954755292227,0.622999995946884
"135","India","Women","High",103363.365785672,4394.56606003864,1334.21356126887,4,"Asia",4.25157020249412,30.3605303240598,0.622999995946884
"136","India","Women","Low",117130.903967352,3806.99294235942,755.727506319294,4,"Asia",3.25020367248299,19.8510351282901,0.622999995946884
"137","Indonesia","Men","High",2742.10879403352,85.7860381603241,0,4,"Asia",3.12846953217114,0,0.534500002861023
"138","Indonesia","Men","Low",3244.00675432384,109.439861953259,0,4,"Asia",3.37360154405934,0,0.534500002861023
"139","Indonesia","Women","High",8556.25087026507,600.806821450591,249.937833242119,4,"Asia",7.0218467242298,41.6003654283863,0.534500002861023
"140","Indonesia","Women","Low",8661.44358681887,362.573697052896,130.148594632745,4,"Asia",4.1860654453106,35.8957629002408,0.534500002861023
"141","Ireland","Men","High",50.3601244166499,12.5633895480798,4.41109448018507,4,"Europe & North America",24.9470979144883,35.1107037102043,0.182500004768372
"142","Ireland","Men","Low",43.118317719289,11.9576931849232,6.65969781105621,4,"Europe & North America",27.7322813537643,55.6938341540075,0.182500004768372
"143","Ireland","Women","High",47.1720254115492,6.50754877319409,2.23441635777035,4,"Europe & North America",13.7953558627585,34.3357604475338,0.182500004768372
"144","Ireland","Women","Low",55.1210118082793,6.14740173300404,2.37267881520805,4,"Europe & North America",11.1525560423052,38.5964496588805,0.182500004768372
"145","Italy","Men","High",440.750774324369,152.271207560205,64.2061733097783,4,"Europe & North America",34.5481429485003,42.1656689656135,0.154500003904104
"146","Italy","Men","Low",437.485077700019,136.365598393786,72.5738107165737,4,"Europe & North America",31.1703427944783,53.2200287839465,0.154500003904104
"147","Italy","Women","High",494.469462531363,140.460592443899,54.0906796757485,4,"Europe & North America",28.406322955685,38.5095055734958,0.154500003904104
"148","Italy","Women","Low",435.274204784046,104.538757505262,44.2421517979048,4,"Europe & North America",24.01675917302,42.3212910251757,0.154500003904104
"149","Ivory Coast","Men","High",767.408947702497,49.1881629824638,28.1543150842189,4,"Africa",6.40964157763934,57.2379885263377,0.668999999761581
"150","Ivory Coast","Men","Low",799.170231312513,32.5328870080412,17.4011840745807,4,"Africa",4.07083318839479,53.4879799332891,0.668999999761581
"151","Ivory Coast","Women","High",939.888841882349,54.2455258071422,21.8245709091425,4,"Africa",5.7714831148014,40.2329419512586,0.668999999761581
"152","Ivory Coast","Women","Low",1713.07040970028,37.1158191338182,5.45408894866705,4,"Africa",2.16662543020121,14.6947826451109,0.668999999761581
"153","Kazakhstan","Men","High",1435.05766773224,246.454460054636,159.124163419008,4,"FSU",17.1738366754346,64.5653413550448,0.327500000596046
"154","Kazakhstan","Men","Low",1244.41001942754,205.818298339843,113.525428116322,4,"FSU",16.5394279318424,55.1580831403389,0.327500000596046
"155","Kazakhstan","Women","High",1660.36666500568,271.877594858407,200.324647247791,4,"FSU",16.3745515125405,73.6819256298482,0.327500000596046
"156","Kazakhstan","Women","Low",1739.04511463642,192.130280941724,132.339021652937,4,"FSU",11.0480331605366,68.8798356012799,0.327500000596046
"157","Kenya","Men","High",1855.10998205468,53.4652232304215,33.5239591225982,4,"Africa",2.88205140113604,62.7023644474811,0.642500013113022
"158","Kenya","Men","Low",2364.63549578935,125.903225526214,71.86231841892,4,"Africa",5.3244242400322,57.0774244413285,0.642500013113022
"159","Kenya","Women","High",5584.09171600267,171.604806743562,116.848326846957,4,"Africa",3.07310150819665,68.0915232296317,0.642500013113022
"160","Kenya","Women","Low",3330.69281334058,71.8925151973963,17.3183371275663,4,"Africa",2.15848531300881,24.0892074508941,0.642500013113022
"161","Kyrgyzstan","Men","High",289.602290168405,9.54226005077362,2.85179400444031,4,"FSU",3.294953242678,29.8859388579449,0.414499998092651
"162","Kyrgyzstan","Men","Low",574.286932185292,23.4339458942413,10.2774900794029,4,"FSU",4.08052918861828,43.8572749369048,0.414499998092651
"163","Kyrgyzstan","Women","High",1227.31205201894,58.6841690540313,25.3579409718513,4,"FSU",4.7815198227293,43.2108716551885,0.414499998092651
"164","Kyrgyzstan","Women","Low",1523.9771386236,44.1856679916382,10.7332160174847,4,"FSU",2.89936553979709,24.291170656322,0.414499998092651
"165","Lesotho","Men","High",413.032456867397,50.169054955244,29.4452149569988,4,"Africa",12.1465163623571,58.6919864910092,0.57150000333786
"166","Lesotho","Men","Low",396.966816723347,62.4592230170966,46.4564021527767,4,"Africa",15.7341169049466,74.3787705141008,0.57150000333786
"167","Lesotho","Women","High",692.72620716691,44.7736392617226,13.6553930044174,4,"Africa",6.46339618719442,30.4987336959485,0.57150000333786
"168","Lesotho","Women","Low",1112.43905577064,38.3635738790035,9.18274182081222,4,"Africa",3.44860005408812,23.9360958647233,0.57150000333786
"169","Liberia","Men","High",645.923338066786,4.73780993372202,3.428337931633,4,"Africa",0.733494155498705,72.3612382006152,0.671000003814697
"170","Liberia","Men","Low",519.773504894227,13.1903967261314,5.13647988438606,4,"Africa",2.53772010345461,38.9410568236375,0.671000003814697
"171","Liberia","Women","High",502.287615984678,6.05768810212612,4.90304809808731,4,"Africa",1.20601980008022,80.9392628908452,0.671000003814697
"172","Liberia","Women","Low",889.281434804201,8.84338289499283,0.832566976547241,4,"Africa",0.994441416281218,9.41457569386309,0.671000003814697
"173","Lithuania","Men","High",557.08452448916,81.0896273163125,39.6859674423185,4,"FSU",14.5560725081478,48.9408679700949,0.206000007688999
"174","Lithuania","Men","Low",594.108971758236,94.069273019563,54.8325974837556,4,"FSU",15.8336731965467,58.2895941721081,0.206000007688999
"175","Lithuania","Women","High",578.753844353843,65.8760809675609,42.0692622092921,4,"FSU",11.3824005853662,63.8612097006926,0.206000007688999
"176","Lithuania","Women","Low",508.035088486974,47.5826215593739,28.0341118296685,4,"FSU",9.36601085981759,58.9167030124378,0.206000007688999
"177","Madagascar","Men","High",856.581487879157,46.7318660616875,18.2685660719871,4,"Africa",5.45562409682618,39.0923102618502,0.620000004768372
"178","Madagascar","Men","Low",1416.76496197283,64.9501616656781,18.6400399506092,4,"Africa",4.58439920586655,28.6989893059176,0.620000004768372
"179","Madagascar","Women","High",1954.30712867528,102.118400081992,35.2968900203705,4,"Africa",5.22529947231032,34.5646719807891,0.620000004768372
"180","Madagascar","Women","Low",3182.69027923048,121.977137170732,16.0491360127926,4,"Africa",3.83251672230651,13.1574952364463,0.620000004768372
"181","Malawi","Men","High",1106.38872481976,33.1318498533219,19.0309048946947,4,"Africa",2.99459395328883,57.4399104757099,0.638999998569489
"182","Malawi","Men","Low",966.435346846469,22.9153693020343,15.3465682864189,4,"Africa",2.37112284611779,66.970634791631,0.638999998569489
"183","Malawi","Women","High",2432.94711218589,20.2071881638839,2.38800605386496,4,"Africa",0.830564218296088,11.8176068560247,0.638999998569489
"184","Malawi","Women","Low",3260.91880831402,42.4124759659171,3.40241198241711,4,"Africa",1.30062962186555,8.02219607539845,0.638999998569489
"185","Maldives","Men","High",496.331611692905,53.9771140217781,20.1327029466629,4,"Asia",10.8752118039935,37.29859091492,0.452500000596046
"186","Maldives","Men","Low",621.43114617467,54.1786599457264,23.2559298872948,4,"Asia",8.71836892618478,42.9245203011509,0.452500000596046
"187","Maldives","Women","High",1291.71062923968,61.2865367084742,14.8132108449936,4,"Asia",4.74460264715391,24.1704159519677,0.452500000596046
"188","Maldives","Women","Low",809.726905509829,37.6838738024235,12.2389738857747,4,"Asia",4.6538991783528,32.4780142029548,0.452500000596046
"189","Mali","Men","High",417.761244381778,7.3465409129858,2.0119039863348,4,"Africa",1.75855013163261,27.3857317363951,0.668000012636185
"190","Mali","Men","Low",1151.35225075763,19.2905468931422,6.64389999676496,4,"Africa",1.67546872648648,34.4412215660245,0.668000012636185
"191","Mali","Women","High",274.203597204294,8.15800896286964,1.86635598540306,4,"Africa",2.97516482133951,22.8775917493789,0.668000012636185
"192","Mali","Women","Low",1603.69914657204,33.9898277260363,1.7054620301351,4,"Africa",2.11946410264611,5.01756597262396,0.668000012636185
"193","Mauritania","Men","High",99.2138444185257,18.0444690585136,11.6160769760609,4,"Africa",18.1874507174568,64.3747230156395,0.700500011444092
"194","Mauritania","Men","Low",230.984545141459,32.4889820814133,23.1486650109291,4,"Africa",14.0654354435343,71.25081651657,0.700500011444092
"195","Mauritania","Women","High",162.21282093972,18.2062601149082,4.83731001615524,4,"Africa",11.2236875047465,26.5694875588106,0.700500011444092
"196","Mauritania","Women","Low",1002.82856549323,74.4575488716364,35.6228579282761,4,"Africa",7.42475348565837,47.8431783856991,0.700500011444092
"197","Mozambique","Men","High",383.006688401103,6.13679912686348,2.31361204385757,4,"Africa",1.60226944142467,37.7006318119469,0.580000013113022
"198","Mozambique","Men","Low",682.790926635266,24.725722014904,4.53599095344544,4,"Africa",3.6212727864956,18.3452315394926,0.580000013113022
"199","Mozambique","Women","High",1270.61830955744,55.3270643055439,15.3316341042518,4,"Africa",4.35434181054849,27.710912004264,0.580000013113022
"200","Mozambique","Women","Low",2687.03982019424,107.555016547442,5.58807796239853,4,"Africa",4.00273251401487,5.19555306835333,0.580000013113022
"201","Namibia","Men","High",738.109916374087,76.4970374405384,55.5894573926926,4,"Africa",10.3639086460625,72.6687715663533,0.520500004291534
"202","Namibia","Men","Low",516.238332822919,58.0708329528571,50.3070769757032,4,"Africa",11.2488417191555,86.6305413882101,0.520500004291534
"203","Namibia","Women","High",1677.70258559287,121.476241543889,73.1858043670655,4,"Africa",7.24063028733796,60.2470108038564,0.520500004291534
