"","country","sex","bc_cate","edu_cate","TotalN","ChildlessN","NeverInUnionN"
"533","Romania","Men","1950-1954","Medium",402,52,46
"534","Romania","Men","1950-1954","High",103,15,13
"535","Romania","Men","1955-1959","Low",104,30,26
"536","Romania","Men","1955-1959","Medium",409,69,59
"537","Romania","Men","1955-1959","High",53,6,5
"538","Romania","Men","1960-1964","Low",99,20,16
"539","Romania","Men","1960-1964","Medium",337,51,36
"540","Romania","Men","1960-1964","High",66,11,11
"541","Romania","Men","1965-1969","Low",122,30,29
"542","Romania","Men","1965-1969","Medium",477,87,75
"543","Romania","Men","1965-1969","High",62,11,10
"544","Romania","Men","1970-1974","Low",27,12,12
"545","Romania","Men","1970-1974","Medium",91,29,27
"546","Romania","Men","1970-1974","High",18,4,4
"547","Romania","Women","1925-1929","Low",241,38,17
"548","Romania","Women","1925-1929","Medium",32,10,7
"549","Romania","Women","1925-1929","High",8,1,1
"550","Romania","Women","1930-1934","Low",400,58,29
"551","Romania","Women","1930-1934","Medium",80,17,8
"552","Romania","Women","1930-1934","High",11,3,2
"553","Romania","Women","1935-1939","Low",464,55,38
"554","Romania","Women","1935-1939","Medium",89,17,7
"555","Romania","Women","1935-1939","High",27,10,5
"556","Romania","Women","1940-1944","Low",339,35,21
"557","Romania","Women","1940-1944","Medium",106,21,16
"558","Romania","Women","1940-1944","High",23,4,4
"559","Romania","Women","1945-1949","Low",322,33,24
"560","Romania","Women","1945-1949","Medium",186,27,16
"561","Romania","Women","1945-1949","High",50,10,6
"562","Romania","Women","1950-1954","Low",346,30,19
"563","Romania","Women","1950-1954","Medium",261,23,16
"564","Romania","Women","1950-1954","High",50,9,7
"565","Romania","Women","1955-1959","Low",197,15,13
"566","Romania","Women","1955-1959","Medium",305,30,25
"567","Romania","Women","1955-1959","High",54,7,4
"568","Romania","Women","1960-1964","Low",105,10,10
"569","Romania","Women","1960-1964","Medium",250,18,16
"570","Romania","Women","1960-1964","High",55,7,4
"571","Romania","Women","1965-1969","Low",185,18,15
"572","Romania","Women","1965-1969","Medium",380,35,27
"573","Romania","Women","1965-1969","High",75,17,14
"574","Romania","Women","1970-1974","Low",26,2,2
"575","Romania","Women","1970-1974","Medium",78,6,5
"576","Romania","Women","1970-1974","High",14,3,3
"577","Austria","Men","1960-1964","Low",15,2,1
"578","Austria","Men","1960-1964","Medium",102,23,14
"579","Austria","Men","1960-1964","High",27,5,3
"580","Austria","Men","1965-1969","Low",39,14,6
"581","Austria","Men","1965-1969","Medium",325,68,36
"582","Austria","Men","1965-1969","High",97,30,16
"583","Austria","Men","1970-1974","Low",14,5,5
"584","Austria","Men","1970-1974","Medium",219,79,38
"585","Austria","Men","1970-1974","High",68,25,16
"586","Austria","Women","1960-1964","Low",44,6,4
"587","Austria","Women","1960-1964","Medium",127,15,9
"588","Austria","Women","1960-1964","High",32,10,8
"589","Austria","Women","1965-1969","Low",120,16,8
"590","Austria","Women","1965-1969","Medium",448,70,33
"591","Austria","Women","1965-1969","High",144,35,16
"592","Austria","Women","1970-1974","Low",65,2,1
"593","Austria","Women","1970-1974","Medium",323,61,27
"594","Austria","Women","1970-1974","High",78,28,10
"595","Estonia","Men","1920-1924","Low",5,1,NA
"596","Estonia","Men","1920-1924","Medium",2,NA,NA
"597","Estonia","Men","1920-1924","High",4,NA,NA
"598","Estonia","Men","1925-1929","Low",64,8,7
"599","Estonia","Men","1925-1929","Medium",24,3,1
"600","Estonia","Men","1925-1929","High",19,2,1
"601","Estonia","Men","1930-1934","Low",99,15,9
"602","Estonia","Men","1930-1934","Medium",44,3,3
"603","Estonia","Men","1930-1934","High",35,3,3
"604","Estonia","Men","1935-1939","Low",99,15,10
"605","Estonia","Men","1935-1939","Medium",57,1,NA
"606","Estonia","Men","1935-1939","High",56,7,4
"607","Estonia","Men","1940-1944","Low",79,14,12
"608","Estonia","Men","1940-1944","Medium",67,7,5
"609","Estonia","Men","1940-1944","High",60,2,1
"610","Estonia","Men","1945-1949","Low",79,10,4
"611","Estonia","Men","1945-1949","Medium",105,9,5
"612","Estonia","Men","1945-1949","High",72,3,1
"613","Estonia","Men","1950-1954","Low",55,15,11
"614","Estonia","Men","1950-1954","Medium",109,7,5
"615","Estonia","Men","1950-1954","High",64,5,2
"616","Estonia","Men","1955-1959","Low",47,9,6
"617","Estonia","Men","1955-1959","Medium",187,18,9
"618","Estonia","Men","1955-1959","High",65,2,1
"619","Estonia","Men","1960-1964","Low",24,5,3
"620","Estonia","Men","1960-1964","Medium",158,19,13
"621","Estonia","Men","1960-1964","High",62,9,6
"622","Estonia","Men","1965-1969","Low",25,4,4
"623","Estonia","Men","1965-1969","Medium",191,37,25
"624","Estonia","Men","1965-1969","High",40,4,2
"625","Estonia","Men","1970-1974","Medium",16,2,2
"626","Estonia","Men","1970-1974","High",1,NA,NA
"627","Estonia","Women","1920-1924","Low",29,6,NA
"628","Estonia","Women","1920-1924","Medium",6,NA,NA
"629","Estonia","Women","1920-1924","High",5,1,NA
"630","Estonia","Women","1925-1929","Low",178,26,9
"631","Estonia","Women","1925-1929","Medium",76,12,4
"632","Estonia","Women","1925-1929","High",49,7,5
"633","Estonia","Women","1930-1934","Low",228,19,10
"634","Estonia","Women","1930-1934","Medium",102,9,2
"635","Estonia","Women","1930-1934","High",65,10,5
"636","Estonia","Women","1935-1939","Low",160,13,7
"637","Estonia","Women","1935-1939","Medium",144,9,2
"638","Estonia","Women","1935-1939","High",114,15,6
"639","Estonia","Women","1940-1944","Low",118,10,3
"640","Estonia","Women","1940-1944","Medium",147,7,5
"641","Estonia","Women","1940-1944","High",122,13,8
"642","Estonia","Women","1945-1949","Low",69,9,4
"643","Estonia","Women","1945-1949","Medium",200,7,2
"644","Estonia","Women","1945-1949","High",138,14,8
"645","Estonia","Women","1950-1954","Low",55,3,3
"646","Estonia","Women","1950-1954","Medium",239,14,6
"647","Estonia","Women","1950-1954","High",182,14,9
"648","Estonia","Women","1955-1959","Low",34,3,2
"649","Estonia","Women","1955-1959","Medium",226,12,5
"650","Estonia","Women","1955-1959","High",206,14,6
"651","Estonia","Women","1960-1964","Low",25,1,1
"652","Estonia","Women","1960-1964","Medium",234,13,7
"653","Estonia","Women","1960-1964","High",211,17,15
"654","Estonia","Women","1965-1969","Low",23,4,3
"655","Estonia","Women","1965-1969","Medium",222,20,14
"656","Estonia","Women","1965-1969","High",164,13,10
"657","Estonia","Women","1970-1974","Low",1,NA,NA
"658","Estonia","Women","1970-1974","Medium",17,3,2
"659","Estonia","Women","1970-1974","High",7,2,2
"660","Belgium","Men","1925-1929","Low",25,3,1
"661","Belgium","Men","1925-1929","Medium",9,4,3
"662","Belgium","Men","1925-1929","High",7,4,3
"663","Belgium","Men","1930-1934","Low",89,24,17
"664","Belgium","Men","1930-1934","Medium",42,7,5
"665","Belgium","Men","1930-1934","High",36,12,9
"666","Belgium","Men","1930-1934",NA,2,NA,NA
"667","Belgium","Men","1935-1939","Low",97,26,16
"668","Belgium","Men","1935-1939","Medium",47,14,13
"669","Belgium","Men","1935-1939","High",46,10,8
"670","Belgium","Men","1940-1944","Low",99,32,22
"671","Belgium","Men","1940-1944","Medium",53,18,13
"672","Belgium","Men","1940-1944","High",61,23,12
"673","Belgium","Men","1940-1944",NA,2,1,1
"674","Belgium","Men","1945-1949","Low",114,41,29
"675","Belgium","Men","1945-1949","Medium",78,20,15
"676","Belgium","Men","1945-1949","High",98,25,15
"677","Belgium","Men","1950-1954","Low",128,37,25
"678","Belgium","Men","1950-1954","Medium",106,28,19
"679","Belgium","Men","1950-1954","High",101,17,9
"680","Belgium","Men","1950-1954",NA,3,NA,NA
"681","Belgium","Men","1955-1959","Low",111,23,15
"682","Belgium","Men","1955-1959","Medium",122,30,14
"683","Belgium","Men","1955-1959","High",106,14,10
"684","Belgium","Men","1955-1959",NA,2,NA,NA
"685","Belgium","Men","1960-1964","Low",115,20,15
"686","Belgium","Men","1960-1964","Medium",139,23,11
"687","Belgium","Men","1960-1964","High",135,26,8
"688","Belgium","Men","1960-1964",NA,3,1,NA
"689","Belgium","Men","1965-1969","Low",75,25,14
"690","Belgium","Men","1965-1969","Medium",117,25,14
"691","Belgium","Men","1965-1969","High",127,22,9
"692","Belgium","Men","1965-1969",NA,1,NA,NA
"693","Belgium","Men","1970-1974","Low",69,30,14
"694","Belgium","Men","1970-1974","Medium",84,17,11
"695","Belgium","Men","1970-1974","High",130,29,14
"696","Belgium","Men","1970-1974",NA,2,NA,NA
"697","Belgium","Men","1975-1979","Medium",4,2,NA
"698","Belgium","Men","1975-1979","High",6,1,1
"699","Belgium","Women","1925-1929","Low",35,9,8
"700","Belgium","Women","1925-1929","Medium",6,2,1
"701","Belgium","Women","1925-1929","High",1,NA,NA
"702","Belgium","Women","1930-1934","Low",114,30,23
"703","Belgium","Women","1930-1934","Medium",28,12,10
"704","Belgium","Women","1930-1934","High",24,8,5
"705","Belgium","Women","1935-1939","Low",108,30,21
"706","Belgium","Women","1935-1939","Medium",44,9,7
"707","Belgium","Women","1935-1939","High",30,12,11
"708","Belgium","Women","1940-1944","Low",113,27,18
"709","Belgium","Women","1940-1944","Medium",40,10,9
"710","Belgium","Women","1940-1944","High",62,19,17
"711","Belgium","Women","1945-1949","Low",142,37,26
"712","Belgium","Women","1945-1949","Medium",83,26,17
"713","Belgium","Women","1945-1949","High",93,24,17
"714","Belgium","Women","1945-1949",NA,1,NA,NA
"715","Belgium","Women","1950-1954","Low",134,17,14
"716","Belgium","Women","1950-1954","Medium",92,13,9
"717","Belgium","Women","1950-1954","High",100,23,9
"718","Belgium","Women","1950-1954",NA,2,1,NA
"719","Belgium","Women","1955-1959","Low",129,25,12
"720","Belgium","Women","1955-1959","Medium",125,18,8
"721","Belgium","Women","1955-1959","High",118,20,11
"722","Belgium","Women","1955-1959",NA,1,NA,NA
"723","Belgium","Women","1960-1964","Low",126,16,11
"724","Belgium","Women","1960-1964","Medium",141,16,6
"725","Belgium","Women","1960-1964","High",163,23,10
"726","Belgium","Women","1965-1969","Low",61,7,3
"727","Belgium","Women","1965-1969","Medium",144,18,6
"728","Belgium","Women","1965-1969","High",164,28,7
"729","Belgium","Women","1965-1969",NA,2,NA,NA
"730","Belgium","Women","1970-1974","Low",43,5,4
"731","Belgium","Women","1970-1974","Medium",100,15,7
"732","Belgium","Women","1970-1974","High",148,30,14
"733","Belgium","Women","1975-1979","Medium",3,NA,NA
"734","Belgium","Women","1975-1979","High",3,NA,NA
"735","Lithuania","Men","1925-1929","Low",114,30,20
"736","Lithuania","Men","1925-1929","Medium",27,7,6
"737","Lithuania","Men","1925-1929","High",18,NA,NA
"738","Lithuania","Men","1930-1934","Low",204,38,27
"739","Lithuania","Men","1930-1934","Medium",77,7,5
"740","Lithuania","Men","1930-1934","High",38,6,3
"741","Lithuania","Men","1935-1939","Low",223,60,45
"742","Lithuania","Men","1935-1939","Medium",116,16,12
"743","Lithuania","Men","1935-1939","High",72,8,5
"744","Lithuania","Men","1940-1944","Low",140,28,17
"745","Lithuania","Men","1940-1944","Medium",153,24,14
"746","Lithuania","Men","1940-1944","High",53,4,4
"747","Lithuania","Men","1945-1949","Low",101,22,17
"748","Lithuania","Men","1945-1949","Medium",148,17,16
"749","Lithuania","Men","1945-1949","High",48,4,2
"750","Lithuania","Men","1950-1954","Low",68,25,20
"751","Lithuania","Men","1950-1954","Medium",285,39,27
"752","Lithuania","Men","1950-1954","High",74,8,6
"753","Lithuania","Men","1955-1959","Low",63,17,14
"754","Lithuania","Men","1955-1959","Medium",289,32,26
"755","Lithuania","Men","1955-1959","High",100,8,8
"756","Lithuania","Men","1960-1964","Low",43,11,7
"757","Lithuania","Men","1960-1964","Medium",321,44,33
"758","Lithuania","Men","1960-1964","High",93,6,4
"759","Lithuania","Men","1965-1969","Low",38,14,10
"760","Lithuania","Men","1965-1969","Medium",285,38,34
"761","Lithuania","Men","1965-1969","High",82,9,7
"762","Lithuania","Men","1970-1974","Low",20,6,5
"763","Lithuania","Men","1970-1974","Medium",95,19,15
"764","Lithuania","Men","1970-1974","High",20,6,4
"765","Lithuania","Women","1925-1929","Low",112,32,20
"766","Lithuania","Women","1925-1929","Medium",27,11,6
"767","Lithuania","Women","1925-1929","High",13,3,2
"768","Lithuania","Women","1930-1934","Low",231,58,38
"769","Lithuania","Women","1930-1934","Medium",79,20,10
"770","Lithuania","Women","1930-1934","High",26,5,3
"771","Lithuania","Women","1935-1939","Low",250,47,33
"772","Lithuania","Women","1935-1939","Medium",152,18,9
"773","Lithuania","Women","1935-1939","High",60,13,7
"774","Lithuania","Women","1940-1944","Low",133,28,21
"775","Lithuania","Women","1940-1944","Medium",223,27,19
"776","Lithuania","Women","1940-1944","High",65,9,8
"777","Lithuania","Women","1945-1949","Low",63,6,3
"778","Lithuania","Women","1945-1949","Medium",229,28,20
"779","Lithuania","Women","1945-1949","High",67,14,12
"780","Lithuania","Women","1950-1954","Low",26,5,4
"781","Lithuania","Women","1950-1954","Medium",228,28,21
"782","Lithuania","Women","1950-1954","High",102,24,18
"783","Lithuania","Women","1955-1959","Low",20,5,5
"784","Lithuania","Women","1955-1959","Medium",303,31,22
"785","Lithuania","Women","1955-1959","High",131,20,15
"786","Lithuania","Women","1960-1964","Low",13,3,3
"787","Lithuania","Women","1960-1964","Medium",317,25,20
"788","Lithuania","Women","1960-1964","High",135,15,11
"789","Lithuania","Women","1965-1969","Low",20,1,1
"790","Lithuania","Women","1965-1969","Medium",320,28,24
"791","Lithuania","Women","1965-1969","High",132,20,15
"792","Lithuania","Women","1970-1974","Low",7,2,2
"793","Lithuania","Women","1970-1974","Medium",104,14,14
"794","Lithuania","Women","1970-1974","High",31,6,5
"795","Poland","Men","1925-1929","Medium",1,NA,NA
"796","Poland","Men","1930-1934","Low",110,13,9
"797","Poland","Men","1930-1934","Medium",137,18,9
"798","Poland","Men","1930-1934","High",48,2,2
"799","Poland","Men","1930-1934",NA,1,NA,NA
"800","Poland","Men","1935-1939","Low",185,23,21
"801","Poland","Men","1935-1939","Medium",260,26,23
"802","Poland","Men","1935-1939","High",78,4,3
"803","Poland","Men","1935-1939",NA,4,1,1
"804","Poland","Men","1940-1944","Low",134,15,11
"805","Poland","Men","1940-1944","Medium",299,35,29
"806","Poland","Men","1940-1944","High",105,12,9
"807","Poland","Men","1940-1944",NA,1,NA,NA
"808","Poland","Men","1945-1949","Low",164,35,32
"809","Poland","Men","1945-1949","Medium",559,60,49
"810","Poland","Men","1945-1949","High",124,11,10
"811","Poland","Men","1945-1949",NA,5,1,1
"812","Poland","Men","1950-1954","Low",182,47,43
"813","Poland","Men","1950-1954","Medium",667,93,80
"814","Poland","Men","1950-1954","High",113,9,7
"815","Poland","Men","1950-1954",NA,2,NA,NA
"816","Poland","Men","1955-1959","Low",101,29,27
"817","Poland","Men","1955-1959","Medium",646,108,87
"818","Poland","Men","1955-1959","High",101,15,13
"819","Poland","Men","1955-1959",NA,4,2,2
"820","Poland","Men","1960-1964","Low",58,29,28
"821","Poland","Men","1960-1964","Medium",483,89,85
"822","Poland","Men","1960-1964","High",81,14,13
"823","Poland","Men","1960-1964",NA,1,NA,NA
"824","Poland","Men","1965-1969","Low",57,22,21
"825","Poland","Men","1965-1969","Medium",458,57,47
"826","Poland","Men","1965-1969","High",100,16,13
"827","Poland","Men","1965-1969",NA,4,1,1
"828","Poland","Men","1970-1974","Low",61,26,26
"829","Poland","Men","1970-1974","Medium",479,87,83
"830","Poland","Men","1970-1974","High",135,25,16
"831","Poland","Men","1970-1974",NA,1,NA,NA
"832","Poland","Men","1975-1979","Low",8,4,3
"833","Poland","Men","1975-1979","Medium",91,13,11
"834","Poland","Men","1975-1979","High",58,18,16
"835","Poland","Women","1925-1929","Low",2,NA,NA
"836","Poland","Women","1930-1934","Low",317,30,18
"837","Poland","Women","1930-1934","Medium",223,22,12
"838","Poland","Women","1930-1934","High",43,7,3
"839","Poland","Women","1930-1934",NA,2,1,NA
"840","Poland","Women","1935-1939","Low",399,31,11
"841","Poland","Women","1935-1939","Medium",420,59,32
"842","Poland","Women","1935-1939","High",112,11,4
"843","Poland","Women","1935-1939",NA,2,1,NA
"844","Poland","Women","1940-1944","Low",334,19,7
"845","Poland","Women","1940-1944","Medium",404,48,27
"846","Poland","Women","1940-1944","High",101,20,11
"847","Poland","Women","1940-1944",NA,1,NA,NA
"848","Poland","Women","1945-1949","Low",305,25,16
"849","Poland","Women","1945-1949","Medium",754,81,53
"850","Poland","Women","1945-1949","High",135,28,21
"851","Poland","Women","1945-1949",NA,2,NA,NA
"852","Poland","Women","1950-1954","Low",281,18,13
"853","Poland","Women","1950-1954","Medium",892,97,65
"854","Poland","Women","1950-1954","High",181,34,27
"855","Poland","Women","1950-1954",NA,2,NA,NA
"856","Poland","Women","1955-1959","Low",198,10,6
"857","Poland","Women","1955-1959","Medium",784,78,62
"858","Poland","Women","1955-1959","High",182,31,21
"859","Poland","Women","1955-1959",NA,3,NA,NA
"860","Poland","Women","1960-1964","Low",79,8,5
"861","Poland","Women","1960-1964","Medium",607,57,46
"862","Poland","Women","1960-1964","High",140,17,16
"863","Poland","Women","1960-1964",NA,1,NA,NA
"864","Poland","Women","1965-1969","Low",59,5,5
"865","Poland","Women","1965-1969","Medium",496,33,25
"866","Poland","Women","1965-1969","High",167,35,31
"867","Poland","Women","1965-1969",NA,3,1,1
"868","Poland","Women","1970-1974","Low",60,8,7
"869","Poland","Women","1970-1974","Medium",591,49,37
"870","Poland","Women","1970-1974","High",259,41,36
"871","Poland","Women","1970-1974",NA,2,NA,NA
"872","Poland","Women","1975-1979","Low",9,NA,NA
"873","Poland","Women","1975-1979","Medium",123,15,12
"874","Poland","Women","1975-1979","High",73,14,10
"875","Poland","Women","1975-1979",NA,1,NA,NA
"876","CzechRepublic","Men","1925-1929","Low",42,12,7
"877","CzechRepublic","Men","1925-1929","Medium",101,21,16
"878","CzechRepublic","Men","1925-1929","High",22,3,2
"879","CzechRepublic","Men","1930-1934","Low",94,25,18
"880","CzechRepublic","Men","1930-1934","Medium",138,27,23
"881","CzechRepublic","Men","1930-1934","High",32,4,3
"882","CzechRepublic","Men","1930-1934",NA,2,NA,NA
"883","CzechRepublic","Men","1935-1939","Low",51,17,14
"884","CzechRepublic","Men","1935-1939","Medium",169,24,20
"885","CzechRepublic","Men","1935-1939","High",40,4,4
"886","CzechRepublic","Men","1935-1939",NA,2,NA,NA
"887","CzechRepublic","Men","1940-1944","Low",59,21,17
"888","CzechRepublic","Men","1940-1944","Medium",222,35,30
"889","CzechRepublic","Men","1940-1944","High",51,9,6
"890","CzechRepublic","Men","1940-1944",NA,8,1,1
"891","CzechRepublic","Men","1945-1949","Low",68,18,16
"892","CzechRepublic","Men","1945-1949","Medium",248,46,41
"893","CzechRepublic","Men","1945-1949","High",66,14,10
"894","CzechRepublic","Men","1945-1949",NA,8,4,4
"895","CzechRepublic","Men","1950-1954","Low",62,24,23
"896","CzechRepublic","Men","1950-1954","Medium",289,68,55
"897","CzechRepublic","Men","1950-1954","High",68,7,6
"898","CzechRepublic","Men","1950-1954",NA,6,1,1
"899","CzechRepublic","Men","1955-1959","Low",54,21,19
"900","CzechRepublic","Men","1955-1959","Medium",246,61,51
"901","CzechRepublic","Men","1955-1959","High",71,15,9
"902","CzechRepublic","Men","1955-1959",NA,10,2,2
"903","CzechRepublic","Men","1960-1964","Low",60,27,26
"904","CzechRepublic","Men","1960-1964","Medium",250,63,53
"905","CzechRepublic","Men","1960-1964","High",87,21,17
"906","CzechRepublic","Men","1960-1964",NA,4,1,1
"907","CzechRepublic","Men","1965-1969","Low",59,22,20
"908","CzechRepublic","Men","1965-1969","Medium",244,55,47
"909","CzechRepublic","Men","1965-1969","High",91,22,17
"910","CzechRepublic","Men","1965-1969",NA,11,2,2
"911","CzechRepublic","Men","1970-1974","Low",4,1,1
"912","CzechRepublic","Men","1970-1974","Medium",29,5,4
"913","CzechRepublic","Men","1970-1974","High",6,4,2
"914","CzechRepublic","Men","1970-1974",NA,2,1,1
"915","CzechRepublic","Women","1925-1929","Low",145,27,18
"916","CzechRepublic","Women","1925-1929","Medium",106,27,17
"917","CzechRepublic","Women","1925-1929","High",7,2,2
"918","CzechRepublic","Women","1925-1929",NA,1,NA,NA
"919","CzechRepublic","Women","1930-1934","Low",128,23,12
"920","CzechRepublic","Women","1930-1934","Medium",140,21,12
"921","CzechRepublic","Women","1930-1934","High",8,2,2
"922","CzechRepublic","Women","1930-1934",NA,4,1,NA
"923","CzechRepublic","Women","1935-1939","Low",128,18,14
"924","CzechRepublic","Women","1935-1939","Medium",176,28,21
"925","CzechRepublic","Women","1935-1939","High",17,3,2
"926","CzechRepublic","Women","1935-1939",NA,2,NA,NA
"927","CzechRepublic","Women","1940-1944","Low",125,19,14
"928","CzechRepublic","Women","1940-1944","Medium",219,25,19
"929","CzechRepublic","Women","1940-1944","High",35,5,3
"930","CzechRepublic","Women","1940-1944",NA,6,1,NA
"931","CzechRepublic","Women","1945-1949","Low",85,15,10
"932","CzechRepublic","Women","1945-1949","Medium",312,26,13
"933","CzechRepublic","Women","1945-1949","High",40,10,6
"934","CzechRepublic","Women","1945-1949",NA,16,5,4
"935","CzechRepublic","Women","1950-1954","Low",98,8,8
"936","CzechRepublic","Women","1950-1954","Medium",275,27,17
"937","CzechRepublic","Women","1950-1954","High",58,5,3
"938","CzechRepublic","Women","1950-1954",NA,7,3,3
"939","CzechRepublic","Women","1955-1959","Low",88,17,14
"940","CzechRepublic","Women","1955-1959","Medium",282,35,25
"941","CzechRepublic","Women","1955-1959","High",61,7,3
"942","CzechRepublic","Women","1955-1959",NA,8,NA,NA
"943","CzechRepublic","Women","1960-1964","Low",70,10,7
"944","CzechRepublic","Women","1960-1964","Medium",323,32,19
"945","CzechRepublic","Women","1960-1964","High",56,8,6
"946","CzechRepublic","Women","1960-1964",NA,9,1,NA
"947","CzechRepublic","Women","1965-1969","Low",48,10,9
"948","CzechRepublic","Women","1965-1969","Medium",303,36,26
"949","CzechRepublic","Women","1965-1969","High",75,9,7
"950","CzechRepublic","Women","1965-1969",NA,6,2,1
"951","CzechRepublic","Women","1970-1974","Low",4,NA,NA
"952","CzechRepublic","Women","1970-1974","Medium",22,1,NA
"953","CzechRepublic","Women","1970-1974","High",3,2,NA
"954","CzechRepublic","Women","1970-1974",NA,1,NA,NA
"955","Sweden","Men","1930-1934","Low",25,24,17
"956","Sweden","Men","1930-1934","Medium",26,26,18
"957","Sweden","Men","1930-1934","High",17,17,13
"958","Sweden","Men","1935-1939","Low",95,94,55
"959","Sweden","Men","1935-1939","Medium",105,101,72
"960","Sweden","Men","1935-1939","High",51,50,33
"961","Sweden","Men","1935-1939",NA,1,1,NA
"962","Sweden","Men","1940-1944","Low",95,89,60
"963","Sweden","Men","1940-1944","Medium",173,166,101
"964","Sweden","Men","1940-1944","High",79,71,52
"965","Sweden","Men","1940-1944",NA,2,2,1
"966","Sweden","Men","1945-1949","Low",98,87,51
"967","Sweden","Men","1945-1949","Medium",230,214,111
"968","Sweden","Men","1945-1949","High",133,111,56
"969","Sweden","Men","1950-1954","Low",80,66,37
"970","Sweden","Men","1950-1954","Medium",223,170,93
"971","Sweden","Men","1950-1954","High",104,80,47
"972","Sweden","Men","1955-1959","Low",57,41,19
"973","Sweden","Men","1955-1959","Medium",245,146,64
"974","Sweden","Men","1955-1959","High",118,50,28
"975","Sweden","Men","1960-1964","Low",47,22,7
"976","Sweden","Men","1960-1964","Medium",245,87,37
"977","Sweden","Men","1960-1964","High",108,30,14
"978","Sweden","Men","1965-1969","Low",35,9,1
"979","Sweden","Men","1965-1969","Medium",268,76,35
"980","Sweden","Men","1965-1969","High",126,24,13
"981","Sweden","Men","1970-1974","Low",26,7,2
"982","Sweden","Men","1970-1974","Medium",232,48,24
"983","Sweden","Men","1970-1974","High",167,41,19
"984","Sweden","Men","1970-1974",NA,1,NA,NA
"985","Sweden","Men","1975-1979","Low",11,3,2
"986","Sweden","Men","1975-1979","Medium",108,32,16
"987","Sweden","Men","1975-1979","High",92,27,15
"988","Sweden","Men","1975-1979",NA,1,NA,NA
"989","Sweden","Women","1930-1934","Low",31,30,16
"990","Sweden","Women","1930-1934","Medium",30,28,10
"991","Sweden","Women","1930-1934","High",15,15,12
"992","Sweden","Women","1935-1939","Low",95,94,49
"993","Sweden","Women","1935-1939","Medium",104,104,54
"994","Sweden","Women","1935-1939","High",74,74,41
"995","Sweden","Women","1935-1939",NA,1,1,1
"996","Sweden","Women","1940-1944","Low",90,87,49
"997","Sweden","Women","1940-1944","Medium",155,151,81
"998","Sweden","Women","1940-1944","High",115,111,65
"999","Sweden","Women","1940-1944",NA,1,1,1
"1000","Sweden","Women","1945-1949","Low",92,88,47
"1001","Sweden","Women","1945-1949","Medium",234,224,105
"1002","Sweden","Women","1945-1949","High",159,148,72
"1003","Sweden","Women","1945-1949",NA,1,NA,NA
"1004","Sweden","Women","1950-1954","Low",38,34,16
"1005","Sweden","Women","1950-1954","Medium",196,177,83
"1006","Sweden","Women","1950-1954","High",156,133,62
"1007","Sweden","Women","1950-1954",NA,3,3,3
"1008","Sweden","Women","1955-1959","Low",37,23,9
"1009","Sweden","Women","1955-1959","Medium",213,139,55
"1010","Sweden","Women","1955-1959","High",180,106,44
"1011","Sweden","Women","1960-1964","Low",29,14,6
"1012","Sweden","Women","1960-1964","Medium",243,94,40
"1013","Sweden","Women","1960-1964","High",196,58,27
"1014","Sweden","Women","1965-1969","Low",26,6,2
"1015","Sweden","Women","1965-1969","Medium",272,47,14
"1016","Sweden","Women","1965-1969","High",188,31,13
"1017","Sweden","Women","1965-1969",NA,1,1,NA
"1018","Sweden","Women","1970-1974","Low",12,1,1
"1019","Sweden","Women","1970-1974","Medium",201,28,5
"1020","Sweden","Women","1970-1974","High",236,28,11
"1021","Sweden","Women","1970-1974",NA,1,NA,NA
"1022","Sweden","Women","1975-1979","Low",9,NA,NA
"1023","Sweden","Women","1975-1979","Medium",87,9,7
"1024","Sweden","Women","1975-1979","High",126,29,14
"1025","Sweden","Women","1975-1979",NA,2,NA,NA
"1026","Bulgaria","Men","1919","All",1,NA,NA
"1027","Bulgaria","Men","1920-1924","All",8,NA,NA
"1028","Bulgaria","Men","1925-1929","All",235,28,22
"1029","Bulgaria","Men","1930-1934","All",294,15,13
"1030","Bulgaria","Men","1935-1939","All",352,25,18
"1031","Bulgaria","Men","1940-1944","All",372,38,35
"1032","Bulgaria","Men","1945-1949","All",429,33,28
"1033","Bulgaria","Men","1950-1954","All",435,50,40
"1034","Bulgaria","Men","1955-1959","All",411,53,52
"1035","Bulgaria","Men","1960-1964","All",612,88,68
"1036","Bulgaria","Men","1965-1969","All",604,134,120
"1037","Bulgaria","Women","1920-1924","All",6,NA,NA
"1038","Bulgaria","Women","1925-1929","All",140,17,8
"1039","Bulgaria","Women","1930-1934","All",359,29,12
"1040","Bulgaria","Women","1935-1939","All",366,30,17
"1041","Bulgaria","Women","1940-1944","All",382,22,15
"1042","Bulgaria","Women","1945-1949","All",458,26,19
"1043","Bulgaria","Women","1950-1954","All",425,27,20
"1044","Bulgaria","Women","1955-1959","All",410,34,28
"1045","Bulgaria","Women","1960-1964","All",892,61,51
"1046","Bulgaria","Women","1965-1969","All",840,88,79
"1047","Russia","Men","1920-1924","All",6,NA,NA
"1048","Russia","Men","1925-1929","All",166,14,NA
"1049","Russia","Men","1930-1934","All",200,18,10
"1050","Russia","Men","1935-1939","All",273,28,13
"1051","Russia","Men","1940-1944","All",188,15,9
"1052","Russia","Men","1945-1949","All",290,22,13
"1053","Russia","Men","1950-1954","All",348,29,17
"1054","Russia","Men","1955-1959","All",392,38,22
"1055","Russia","Men","1960-1964","All",423,54,36
"1056","Russia","Men","1965-1969","All",359,56,37
