country,sex,bc_cate,edu2,total_n,childless_n,never_in_union_n
Russia,Women,1950-1959,NA,1.8321740627288818,0,NA
Russia,Women,1960-1969,High,1160.5521414253524,78.90844884297212,35.96043299132617
Russia,Women,1960-1969,Low,1119.7624967734735,64.95974822110821,24.327594623568075
Russia,Women,1960-1969,NA,8.702826976776123,2.290217638015747,0
Russia,Women,1970-1979,High,124.38167704657701,15.538896125696056,9.531390777578963
Russia,Women,1970-1979,Low,135.39738494199156,11.051086743436755,6.884770893179848
Rwanda,Men,1960-1969,High,280.70295265316963,7.87555205821991,2.8654560446739197
Rwanda,Men,1960-1969,Low,347.8627330213785,10.192233920097351,7.187145948410034
Rwanda,Men,1970-1979,High,479.6974165290594,14.111318111419678,8.467871010303497
Rwanda,Men,1970-1979,Low,502.9707334935665,11.36842992901802,3.602015972137451
Rwanda,Men,1980-1989,High,318.9924662709236,18.208697110414505,11.366971015930176
Rwanda,Men,1980-1989,Low,551.9829239547253,34.29643827676773,20.357359141111374
Rwanda,Women,1960-1969,High,1.0569050312042236,0,NA
Rwanda,Women,1970-1979,High,1318.8243360891938,38.16535848379135,15.6583331823349
Rwanda,Women,1970-1979,Low,1173.3375279605389,29.32764671742916,19.203561812639236
Rwanda,Women,1980-1989,High,1023.4381056427956,48.55976282060146,33.46690575778484
Rwanda,Women,1980-1989,Low,1254.6853472217917,40.28649654984474,23.873650401830673
Sao Tome and Principe,Men,1940-1949,High,4.309699982404709,0,NA
Sao Tome and Principe,Men,1940-1949,Low,8.870994105935097,0,NA
Sao Tome and Principe,Men,1950-1959,High,108.25319078564644,1.436447024345398,1.436447024345398
Sao Tome and Principe,Men,1950-1959,Low,127.18265116214752,5.125423014163971,3.943555027246475
Sao Tome and Principe,Men,1960-1969,High,193.19262991845608,8.29174417257309,4.194783106446266
Sao Tome and Principe,Men,1960-1969,Low,154.4959861934185,16.29273582994938,7.697345942258835
Sao Tome and Principe,Men,1970-1979,High,87.68881683051586,3.866068050265312,2.027638077735901
Sao Tome and Principe,Men,1970-1979,Low,100.35728843510151,12.360697239637375,7.548517182469368
Sao Tome and Principe,Women,1950-1959,High,30.21190896630287,0.8017780184745789,0.8017780184745789
Sao Tome and Principe,Women,1950-1959,Low,20.57477778196335,0,NA
Sao Tome and Principe,Women,1960-1969,High,204.53566414117813,2.1424899101257324,0
Sao Tome and Principe,Women,1960-1969,Low,294.1695139557123,2.244414985179901,0
Sao Tome and Principe,Women,1970-1979,High,95.58708192408085,0.4060179889202118,0
Sao Tome and Principe,Women,1970-1979,Low,106.01416340470314,0.3227739930152893,0
Senegal,Men,1950-1959,High,22.141424924135208,0,NA
Senegal,Men,1950-1959,Low,9.705921918153763,0,NA
Senegal,Men,1960-1969,High,159.3961058780551,10.853853166103363,3.286336064338684
Senegal,Men,1960-1969,Low,229.89100324362516,9.186645060777664,3.5066710114479065
Senegal,Men,1960-1969,NA,1.319161057472229,0,NA
Senegal,Men,1970-1979,High,294.38549990952015,53.18189924955368,38.39189404249191
Senegal,Men,1970-1979,Low,358.83338052779436,16.461958199739456,8.39470911026001
Senegal,Men,1980-1989,High,122.54352615773678,40.29189886152744,27.743620842695236
Senegal,Men,1980-1989,Low,177.82644666731358,38.597843170166016,15.210261940956116
Senegal,Women,1960-1969,High,57.27011576294899,4.126643031835556,3.6567020416259766
Senegal,Women,1960-1969,Low,74.77028597146273,2.858607053756714,0
Senegal,Women,1970-1979,High,610.2160518914461,75.73548102378845,33.64664497971535
Senegal,Women,1970-1979,Low,1005.6912114545703,35.59000562876463,13.161269843578339
Senegal,Women,1980-1989,High,322.08439821749926,29.09491577744484,9.652737766504288
Senegal,Women,1980-1989,Low,624.9215153455734,42.49361491203308,8.518328815698624
Serbia,Men,1920-1929,High,0.19151875586407874,0,NA
Serbia,Men,1920-1929,Low,0.24345695953904478,0,NA
Serbia,Men,1930-1939,High,5.15265786294719,0.18450055677661759,0
Serbia,Men,1930-1939,Low,4.1724349427031076,0,NA
Serbia,Men,1930-1939,NA,0.4278916838100306,0.1906274759348232,0
Serbia,Men,1940-1949,High,12.631619220981872,0.7633734152272611,0
Serbia,Men,1940-1949,Low,7.484390834564066,0.6725951660105212,0.3009531507906935
Serbia,Men,1940-1949,NA,0.3241443172683738,0.0756281392936069,0.0756281392936069
Serbia,Men,1950-1959,High,21.01089651936202,2.15905055236086,1.1064306695889243
Serbia,Men,1950-1959,Low,19.249894794556404,1.7554029002567662,0.6524686924873482
Serbia,Men,1950-1959,NA,0.7074715759958066,0.07523828769767338,0.07523828769767338
Serbia,Men,1960-1969,High,31.2667652177064,4.351010374970809,2.316270717121963
Serbia,Men,1960-1969,Low,20.18900925079123,3.9322243721065138,1.835568680694204
Serbia,Men,1960-1969,NA,0.5164416265953853,0.35814230209208336,0
Serbia,Men,1970-1979,High,35.08968162133236,5.386531119457705,2.966563621680355
Serbia,Men,1970-1979,Low,18.676608536242355,5.446161076401125,3.2581214784697314
Serbia,Men,1970-1979,NA,1.2600150360991886,0.38652676573678946,0.38652676573678946
Serbia,Men,1980-1989,High,6.034140271301542,2.5916887633258767,1.8079545857326522
Serbia,Men,1980-1989,Low,12.357676847764717,4.997284192376735,3.003768294535557
Serbia,Men,1980-1989,NA,0.42974990818803604,0,NA
Serbia,Women,1920-1929,High,0.3282524895517831,0.22665076759409075,0.22665076759409075
Serbia,Women,1920-1929,Low,0.6557808740256768,0.07794628148733196,0
Serbia,Women,1930-1939,High,6.0582523296523645,0.29525815794966626,0
Serbia,Women,1930-1939,Low,4.857423042909432,0.3326081504190137,0.10167063352816363
Serbia,Women,1930-1939,NA,0.45562013224375786,0.23160676737894192,0
Serbia,Women,1940-1949,High,12.890992992350238,0.8501613713588236,0.3301154987265704
Serbia,Women,1940-1949,Low,12.916683247471603,0.5538271327317981,0.0743522430533794
Serbia,Women,1940-1949,NA,0.5635397541057969,0.2759964030478361,0.10160172195769235
Serbia,Women,1950-1959,High,24.96237192376759,2.1305027927648297,0.841289570864288
Serbia,Women,1950-1959,Low,13.057596256222682,0.6345677967711616,0
Serbia,Women,1950-1959,NA,0.35120580701795223,0.13380070137078892,0
Serbia,Women,1960-1969,High,28.84999247549087,2.6140156310546923,0.4645927458697585
Serbia,Women,1960-1969,Low,21.610496846304205,0.9352869823707666,0
Serbia,Women,1960-1969,NA,1.3062837148231283,0.41318831820361623,0.11580338368947096
Serbia,Women,1970-1979,High,19.76430312033788,2.647541875481511,1.4620025818020004
Serbia,Women,1970-1979,Low,40.449949305065175,4.319934495392113,2.2339129929592136
Serbia,Women,1970-1979,NA,0.2268053506447849,0.2268053506447849,0
Serbia,Women,1980-1989,High,7.732703984514139,2.2751364752387317,0.9312202637472282
Serbia,Women,1980-1989,Low,11.799902087114658,0.7179839494725027,0.3413940257603709
Sierra Leone,Men,1950-1959,High,8.222730994224548,0,NA
Sierra Leone,Men,1950-1959,Low,6.178200051188469,0,NA
Sierra Leone,Men,1960-1969,High,308.0321169048548,2.8522490859031677,2.1509780883789062
Sierra Leone,Men,1960-1969,Low,519.0923112332821,3.9345919489860535,0.7115139961242676
Sierra Leone,Men,1970-1979,High,550.1035750955343,15.293245047330856,10.381688892841339
Sierra Leone,Men,1970-1979,Low,759.4486077725887,8.200589001178741,6.436787009239197
Sierra Leone,Men,1980-1989,High,310.10983869433403,18.720176935195923,9.20356297492981
Sierra Leone,Men,1980-1989,Low,448.43774853646755,33.93483217060566,17.938874930143356
Sierra Leone,Women,1960-1969,High,10.327043890953064,0,NA
Sierra Leone,Women,1960-1969,Low,24.649981036782265,0,NA
Sierra Leone,Women,1970-1979,High,592.286044254899,13.36154019832611,2.559691071510315
Sierra Leone,Women,1970-1979,Low,2083.6162899285555,33.478611305356026,3.728502035140991
Sierra Leone,Women,1980-1989,High,506.64995914697647,25.30657207965851,8.381775140762329
Sierra Leone,Women,1980-1989,Low,1630.804611980915,27.889463886618614,5.860275864601135
Slovakia,Men,1910-1919,High,0.2643396650401719,0,NA
Slovakia,Men,1910-1919,Low,0.24933434745040373,0,NA
Slovakia,Men,1920-1929,High,1.715628507394877,0.3804600524001547,0
Slovakia,Men,1920-1929,Low,3.9554492374867785,0.23988352299353366,0.23988352299353366
Slovakia,Men,1920-1929,NA,0.4797670459870673,0,NA
Slovakia,Men,1930-1939,High,9.407155478073117,0.44811253983505495,0
Slovakia,Men,1930-1939,Low,9.047726917695849,1.1095054096300423,0.48677944391392103
Slovakia,Men,1930-1939,NA,0.4065115322583015,0,NA
Slovakia,Men,1940-1949,High,14.36824359187409,1.2896869393868915,0.648013196862177
Slovakia,Men,1940-1949,Low,24.565868973501807,2.288460716636621,2.0877207200953247
Slovakia,Men,1940-1949,NA,1.1126823254248013,0,NA
Slovakia,Men,1950-1959,High,28.805438852689708,2.89002742613663,2.1410550697705464
Slovakia,Men,1950-1959,Low,35.793979227174745,4.64061876902605,3.1262747042186145
Slovakia,Men,1950-1959,NA,0.7547783894615847,0,NA
Slovakia,Men,1960-1969,High,21.44226135542206,3.094059728786805,1.7160114274397547
Slovakia,Men,1960-1969,Low,53.78949787266264,9.8837019300733,6.136853716575802
Slovakia,Men,1960-1969,NA,0.2493035508495609,0,NA
Slovakia,Men,1970-1979,High,19.983858692408752,3.1612696093476416,2.9015090620031714
Slovakia,Men,1970-1979,Low,27.52789555261738,7.77374091777455,7.203199179230767
Slovakia,Men,1970-1979,NA,2.416687950445805,0.6632069381229257,0.6632069381229257
Slovakia,Men,1980-1989,High,9.756158257464186,2.431419675730922,1.371165276308247
Slovakia,Men,1980-1989,Low,7.823481837994784,0.7607015237673878,0.3191392384496723
Slovakia,Men,1980-1989,NA,0.46142046534117753,0,NA
Slovakia,Women,1910-1919,High,0.20095652850377377,0,NA
Slovakia,Women,1910-1919,Low,0.9987523646590581,0,NA
Slovakia,Women,1920-1929,High,3.4248154762291048,0,NA
Slovakia,Women,1920-1929,Low,9.547785233500566,1.6869289896271695,0.6682888476563491
Slovakia,Women,1920-1929,NA,0.5513078228182451,0,NA
Slovakia,Women,1930-1939,High,11.877748653252185,1.2697129595203762,1.043012975883995
Slovakia,Women,1930-1939,Low,14.296873839876675,0.5324332259457734,0
Slovakia,Women,1930-1939,NA,0.5144012061165313,0,NA
Slovakia,Women,1940-1949,High,23.885349888912423,2.0023944830878015,1.252062107446184
Slovakia,Women,1940-1949,Low,23.414656053325647,2.0913385820853847,0.19329011136223073
Slovakia,Women,1940-1949,NA,1.7014363652224898,0.2540799519328889,0.2540799519328889
Slovakia,Women,1950-1959,High,42.63092293526722,3.3212667106141307,2.3166969488525293
Slovakia,Women,1950-1959,Low,41.67733974581937,3.398983832300786,1.997252723389634
Slovakia,Women,1950-1959,NA,1.2532781159862214,0.23004440346347543,0
Slovakia,Women,1960-1969,High,22.09471212110059,3.975441161407451,2.2110665450290927
Slovakia,Women,1960-1969,Low,51.39589002155007,4.804340546980347,2.9829021871470367
Slovakia,Women,1960-1969,NA,0.9326497789777743,0.24431856727116497,0.24431856727116497
Slovakia,Women,1970-1979,High,11.981629087313632,2.647966074329691,0.8552890656070886
Slovakia,Women,1970-1979,Low,29.148002917853194,2.18057074377721,1.5325343357340824
Slovakia,Women,1970-1979,NA,1.7222969915333604,0.24454286665218028,0
Slovakia,Women,1980-1989,High,5.642877996388435,1.9736976892924858,1.362266371572268
Slovakia,Women,1980-1989,Low,12.01106189258725,1.190249447110908,0.5550152877843573
Slovakia,NA,1930-1939,High,0.25434792787243943,0,NA
Slovakia,NA,1940-1949,High,0.25461300620077765,0,NA
Slovakia,NA,1950-1959,High,0.2591320356913478,0,NA
Slovakia,NA,1950-1959,Low,0.25434792787243943,0,NA
Slovakia,NA,1960-1969,High,0.25434792787243943,0,NA
Slovakia,NA,1960-1969,Low,0.24930984670638345,0,NA
Slovenia,Men,1910-1919,High,0.1075011868858411,0,NA
Slovenia,Men,1910-1919,Low,0.1405112237849515,0,NA
Slovenia,Men,1920-1929,High,1.30741454164919,0.2626254859747279,0.17033621244705355
Slovenia,Men,1920-1929,Low,1.9263162867490404,0.1405112237849515,0.1405112237849515
Slovenia,Men,1920-1929,NA,0.09091130485465815,0,NA
Slovenia,Men,1930-1939,High,5.626422030843713,0.6418910086746719,0.3677791254376812
Slovenia,Men,1930-1939,Low,4.559762249392071,0.5833037328944215,0.5833037328944215
Slovenia,Men,1930-1939,NA,0.1405112237849515,0,NA
Slovenia,Men,1940-1949,High,6.980279472240623,0.4730577000030909,0.09228927352767435
Slovenia,Men,1940-1949,Low,12.945951352988047,1.1228000708007526,0.6381554255517967
Slovenia,Men,1940-1949,NA,0.09228927352767435,0,NA
Slovenia,Men,1950-1959,High,13.029783688557256,1.2341522228909962,0.6575214101646871
Slovenia,Men,1950-1959,Low,15.328461863549894,1.2487529285619008,0.4067000965723935
Slovenia,Men,1950-1959,NA,0.12821509005129172,0.12821509005129172,0
Slovenia,Men,1960-1969,High,9.890680493802435,1.2220468510717044,0.4185288112611474
Slovenia,Men,1960-1969,Low,21.012684395271013,3.1281422592646972,1.9410013985531283
Slovenia,Men,1960-1969,NA,0.29553907277717784,0,NA
Slovenia,Men,1970-1979,High,7.4172529355096515,1.4999735184287903,0.2922275281129316
Slovenia,Men,1970-1979,Low,10.60528036613881,3.1095245523766515,1.0571007233267729
Slovenia,Men,1970-1979,NA,0.15515675517520933,0.15515675517520933,0
Slovenia,Men,1980-1989,High,3.647986016516901,1.528491501571839,0.1637000088196654
Slovenia,Men,1980-1989,Low,2.5608213815226044,0.7825770032417871,0.2922275281129316
Slovenia,Women,1910-1919,High,0.2306912792247342,0,NA
Slovenia,Women,1910-1919,Low,0.6282239153630744,0.09929348163106422,0.09929348163106422
Slovenia,Women,1920-1929,High,1.9510689865408608,0.1983171808455566,0.1983171808455566
Slovenia,Women,1920-1929,Low,3.324845259523215,0.41354033052088734,0.09929348163106422
Slovenia,Women,1920-1929,NA,0.23219444894508268,0,NA
Slovenia,Women,1930-1939,High,7.4177951426178,0.5516537436965079,0.24957787955192767
Slovenia,Women,1930-1939,Low,10.207000176813803,0.5543623802158075,0.24038531374255623
Slovenia,Women,1940-1949,High,12.11574508160861,0.48448428912771924,0.13264296326320313
Slovenia,Women,1940-1949,Low,9.559309832259359,0.5963504140303488,0
Slovenia,Women,1940-1949,NA,0.11565988562769469,0,NA
Slovenia,Women,1950-1959,High,15.067337188374335,1.502144060786395,0.39091610896499596
Slovenia,Women,1950-1959,Low,17.391852022637472,0.7925203613855398,0.23432882994905846
Slovenia,Women,1960-1969,High,9.575071412750152,1.0640331847381104,0.5643602230893574
Slovenia,Women,1960-1969,Low,18.88705455866903,0.3528939428917228,0.22332589555232296
Slovenia,Women,1970-1979,High,8.631460431526447,1.2369810334398954,0.434583009013763
Slovenia,Women,1970-1979,Low,9.384839015245518,0.2591360946787997,0
Slovenia,Women,1970-1979,NA,0.28571351581737403,0.13904950205979283,0
Slovenia,Women,1980-1989,High,2.658952397931272,0.43390753380653013,0.210025740988808
Slovenia,Women,1980-1989,Low,2.049214574355392,0,NA
South Africa,Men,1950-1959,High,61.30092005431652,6.03228896856308,2.823459029197693
South Africa,Men,1950-1959,Low,70.78486201167107,5.6065821051597595,5.6065821051597595
South Africa,Men,1960-1969,High,265.5860110446811,32.44620269536972,16.45062792301178
South Africa,Men,1960-1969,Low,186.58454328775406,23.080643072724342,18.132291093468666
South Africa,Men,1970-1979,High,453.8939446657896,44.734235882759094,27.556105971336365
South Africa,Men,1970-1979,Low,238.39917185157537,33.13386881351471,26.414676815271378
South Africa,Men,1980-1989,High,78.32353012263775,10.52943503856659,6.745486080646515
South Africa,Men,1980-1989,Low,72.29273635149002,18.037503883242607,15.50340487062931
South Africa,Women,1960-1969,High,390.11819395422935,24.947222217917442,7.576377093791962
South Africa,Women,1960-1969,Low,225.73604661226273,13.8021951764822,7.657505050301552
South Africa,Women,1970-1979,High,1274.2200414463878,71.99490994215012,40.283500015735626
South Africa,Women,1970-1979,Low,595.594740614295,29.17026098072529,14.497928857803345
South Africa,Women,1980-1989,High,264.9947993904352,18.768615067005157,12.92533902823925
South Africa,Women,1980-1989,Low,144.94559831917286,8.497168004512787,5.067546010017395
Spain,Men,1910-1919,High,1.71618186516298,1.71618186516298,0
Spain,Men,1910-1919,Low,1.9078487932517874,0,NA
Spain,Men,1910-1919,NA,1.751807738166633,0,NA
Spain,Men,1920-1929,High,56.4288625635769,6.784744515917396,2.7911503332077814
Spain,Men,1920-1929,Low,61.070422792123665,10.388660900754488,1.8802715141674753
Spain,Men,1920-1929,NA,8.481438258737882,2.5354685586446806,0
Spain,Men,1930-1939,High,96.11820816917555,13.504920909305127,8.072793910791631
Spain,Men,1930-1939,Low,128.46698106141324,18.11792395530297,6.5845272251022635
Spain,Men,1930-1939,NA,7.041256116678397,0,NA
Spain,Men,1940-1949,High,117.55402951872195,11.955351050678829,8.448602246746134
Spain,Men,1940-1949,Low,233.78171719767005,34.62472954514065,21.901691616732293
Spain,Men,1940-1949,NA,26.023244180585138,2.0237973819661192,2.0237973819661192
Spain,Men,1950-1959,High,221.484569440722,26.639640179267886,12.328332331561114
Spain,Men,1950-1959,Low,263.9712594749875,49.472268149996424,24.257311875702143
Spain,Men,1950-1959,NA,28.509621560997957,0,NA
Spain,Men,1960-1969,High,299.14116563355753,78.7527654301029,30.572002832218615
Spain,Men,1960-1969,Low,425.1917530844411,74.49605722603714,27.58182319033
Spain,Men,1960-1969,NA,27.91907837681444,8.619521269972097,5.183146967160951
Spain,Men,1970-1979,High,204.38572628866658,67.55270397407585,27.005588153160687
Spain,Men,1970-1979,Low,239.2835148972656,58.28925829350864,18.298439275634237
Spain,Men,1970-1979,NA,13.454095511254764,4.0790147952729825,1.8822342837903392
Spain,Men,1980-1989,High,85.01353822035506,40.1276515916919,10.723749114957059
Spain,Men,1980-1989,Low,97.32379966171499,31.844959804996904,13.312029566635715
Spain,Men,1980-1989,NA,3.7299461129445177,3.7299461129445177,1.850784906273546
Spain,Women,1908-1909,High,1.7549999952316284,1.7549999952316284,1.7549999952316284
Spain,Women,1908-1909,NA,1.257999986410141,0,NA
Spain,Women,1910-1919,High,9.952932791036972,1.8487507176985218,0
Spain,Women,1910-1919,Low,4.350313092457782,0.164000004529953,0
Spain,Women,1910-1919,NA,75.2515920017122,5.407999962568283,1.3039999604225159
Spain,Women,1920-1929,High,127.35080018140364,22.32091829274225,8.58855323724515
Spain,Women,1920-1929,Low,110.0351811489325,8.606100254808553,6.2031002576695755
Spain,Women,1920-1929,NA,600.4083002304588,67.90036602849432,25.144000083208084
Spain,Women,1930-1939,High,262.1641625877867,28.810449148191424,6.943595198864614
Spain,Women,1930-1939,Low,232.31815491638656,21.507639450644007,9.435013948606326
Spain,Women,1930-1939,NA,1090.6821543724564,108.37186279023086,42.65658604668573
Spain,Women,1940-1949,High,319.1269290234841,47.27763121710997,24.94442646274004
Spain,Women,1940-1949,Low,350.01643964169983,23.845016454735244,10.582923420317215
Spain,Women,1940-1949,NA,1006.5626388625503,87.52463195442704,40.475631810422215
Spain,Women,1950-1959,High,467.0078565656703,78.64974686424303,28.170919636465015
Spain,Women,1950-1959,Low,524.5045918754981,47.13401543725318,22.89221384744667
Spain,Women,1950-1959,NA,903.5421379641289,104.37200036644936,41.20300006866455
Spain,Women,1960-1969,High,691.1180931466373,126.17857736267895,55.70554447225405
Spain,Women,1960-1969,Low,765.3261859165318,71.85967805661157,25.99604238819603
Spain,Women,1960-1969,NA,1044.248738775031,151.66780982575312,58.95080940089122
Spain,Women,1970-1979,High,216.06247993517604,64.47328914393286,15.481299734946845
Spain,Women,1970-1979,Low,320.4384755766389,67.67240191739079,18.415844341750727
Spain,Women,1970-1979,NA,169.70122641951227,38.29717607065703,14.58495266892794
Spain,Women,1980-1989,High,121.51332578257788,58.290632575369685,8.490527963896426
Spain,Women,1980-1989,Low,65.74841166194668,16.596740785533854,4.210952798705392
Swaziland,Men,1950-1959,High,81.40798789262772,2.027835965156555,0
Swaziland,Men,1950-1959,Low,68.90694583952427,1.6155950427055359,1.6155950427055359
Swaziland,Men,1950-1959,NA,0.646336019039154,0,NA
Swaziland,Men,1960-1969,High,294.1648468449712,14.009670048952103,8.933310061693192
Swaziland,Men,1960-1969,Low,303.5487340912223,28.042517870664597,16.775962948799133
Swaziland,Men,1960-1969,NA,2.2928069829940796,0.5301250219345093,0.5301250219345093
Swaziland,Men,1970-1979,High,79.72965086996555,6.896895945072174,5.03364098072052
Swaziland,Men,1970-1979,Low,61.66810484230518,6.884097993373871,5.3585399985313416
Swaziland,Women,1950-1959,High,113.13327085971832,2.6190690398216248,0.9347720146179199
Swaziland,Women,1950-1959,Low,119.223783031106,5.255167067050934,1.343932032585144
Swaziland,Women,1960-1969,High,442.0789322927594,21.48529401421547,7.980260968208313
Swaziland,Women,1960-1969,Low,467.4697446525097,17.839408971369267,1.7524930015206337
Swaziland,Women,1970-1979,High,86.17166861891747,5.319986015558243,2.057261973619461
Swaziland,Women,1970-1979,Low,94.72885396331549,3.8258860111236572,2.4976109862327576
Sweden,Men,1910-1919,High,0.3176978847788625,0,NA
Sweden,Men,1910-1919,Low,1.3087380138806708,0.31496396634484825,0
Sweden,Men,1910-1919,NA,0.599615327785628,0,NA
Sweden,Men,1920-1929,High,11.0231105139967,2.068368600606565,0.7641482425467103
Sweden,Men,1920-1929,Low,10.688978915104311,1.3069455690097413,0.3370759738569973
Sweden,Men,1930-1939,High,22.469226951433672,0.39593657495356993,0
Sweden,Men,1930-1939,Low,27.631201782320947,2.1374575512242906,0.3260858551869408
Sweden,Men,1930-1939,NA,0.37111204718648594,0,NA
Sweden,Men,1940-1949,High,53.72534548399198,5.203332165386529,1.0165769763107892
Sweden,Men,1940-1949,Low,64.72650081396789,7.248218512901003,1.6808428969336173
Sweden,Men,1940-1949,NA,0.6382090011274091,0,NA
Sweden,Men,1950-1959,High,41.30145632972956,6.162551126321928,0.9872340651169704
Sweden,Men,1950-1959,Low,72.3557539316339,11.705797743332889,3.126448364408148
Sweden,Men,1950-1959,NA,0.9205968991599676,0.5004812694235667,0
Sweden,Men,1960-1969,High,50.78521646248289,10.85406621628716,3.8855628990388293
Sweden,Men,1960-1969,Low,85.6268430567097,13.325447384989682,6.207203899407197
Sweden,Men,1970-1979,High,38.660397238344004,9.101307041570138,1.9112390170026288
Sweden,Men,1970-1979,Low,50.05592744919728,9.451813077526353,3.1113644602621378
Sweden,Men,1970-1979,NA,0.5289326495659665,0,NA
Sweden,Men,1980-1989,High,13.190490854377309,4.68073130728326,0.5974345394970726
Sweden,Men,1980-1989,Low,10.200611588456514,1.3843952285904066,1.3843952285904066
Sweden,Men,1980-1989,NA,1.293847892328042,0,NA
Sweden,Women,1910-1919,High,2.3508117811257314,0,NA
Sweden,Women,1910-1919,Low,3.4543089287851494,0,NA
Sweden,Women,1920-1929,High,10.254720637575398,3.2659380951566757,0.5060949103343262
Sweden,Women,1920-1929,Low,12.611418695781996,1.382998062033213,0.6318518929924348
Sweden,Women,1920-1929,NA,0.6310289680169703,0,NA
Sweden,Women,1930-1939,High,26.506477855416144,1.2861599475438776,0.4743636339471422
Sweden,Women,1930-1939,Low,33.20434031184308,2.0419857440775395,0.6519742435854621
Sweden,Women,1930-1939,NA,0.5472109174845894,0,NA
Sweden,Women,1940-1949,High,57.02527902387881,6.513894921760922,1.466994562502336
Sweden,Women,1940-1949,Low,67.67534700235282,6.890512834174519,1.071105584603501
Sweden,Women,1940-1949,NA,1.1340121320948437,1.1340121320948437,0
Sweden,Women,1950-1959,High,47.27889293722329,6.015056229372066,2.3077276881250626
Sweden,Women,1950-1959,Low,58.378916998278314,3.2035203949863664,0.48684405242054396
Sweden,Women,1950-1959,NA,0.42047160866785305,0.42047160866785305,0
Sweden,Women,1960-1969,High,60.76971393844316,7.64199758281454,0.4826735380547049
Sweden,Women,1960-1969,Low,81.45730352360926,7.988652826874674,0.4051222296456167
Sweden,Women,1960-1969,NA,1.8453412548307568,0,NA
Sweden,Women,1970-1979,High,36.77794655798884,4.208705619370875,0.8617977142255526
Sweden,Women,1970-1979,Low,40.341710811450234,5.570878100951235,2.79424285154092
Sweden,Women,1970-1979,NA,2.1638927419991205,0,NA
Sweden,Women,1980-1989,High,18.371497346443768,3.029070966294732,0.5507337795599412
Sweden,Women,1980-1989,Low,9.203345995133411,3.514078072832284,2.1638927419991205
Switzerland,Men,1910-1919,High,0.8591339875023767,0.4996369348369516,0
Switzerland,Men,1910-1919,Low,2.527024543770139,1.0024021712894253,0.4414961369258421
Switzerland,Men,1910-1919,NA,0.17298182194586254,0,NA
Switzerland,Men,1920-1929,High,8.260196197737393,0.8687688347731886,0.17550541546651388
Switzerland,Men,1920-1929,Low,7.75034761101808,1.563478483079761,0.3594970526654251
Switzerland,Men,1930-1939,High,17.682162271797097,3.4640224698644744,0.6995321227031202
Switzerland,Men,1930-1939,Low,24.608901727002465,1.5367871894072387,0.35271322794189963
Switzerland,Men,1940-1949,High,36.66140371666032,6.843085819832288,0.17110925665709686
Switzerland,Men,1940-1949,Low,43.6059085346732,8.414789963430374,2.7862094757416855
Switzerland,Men,1950-1959,High,39.249352186955385,7.491608154075804,2.0247374235694213
Switzerland,Men,1950-1959,Low,65.08627501459789,11.674802770825542,3.366145575454139
Switzerland,Men,1960-1969,High,43.301583438174205,11.656929499629582,1.8317413180687687
Switzerland,Men,1960-1969,Low,66.68695727711112,15.880965943606066,2.001206493939721
Switzerland,Men,1970-1979,High,24.80786884216215,6.039968118683364,1.4276603124688627
Switzerland,Men,1970-1979,Low,46.416216311461994,12.28347025672653,0.9389680380168386
Switzerland,Men,1970-1979,NA,0.9174767136824578,0,NA
Switzerland,Men,1980-1989,High,9.429711387462715,5.274912803130926,0.438760792569596
Switzerland,Men,1980-1989,Low,17.833836939521895,5.914304980289458,0.8868569484471571
Switzerland,Men,1980-1989,NA,0.9483034013248037,0.44809615587756113,0.44809615587756113
Switzerland,Women,1910-1919,High,1.4268320548282905,0.5751500716706062,0.5751500716706062
Switzerland,Women,1910-1919,Low,2.3328669769339445,0,NA
Switzerland,Women,1920-1929,High,9.535468321788127,1.3544116325645792,0.5281957058835811
Switzerland,Women,1920-1929,Low,10.08042118929238,1.2847876373329186,0.8737129102594778
Switzerland,Women,1920-1929,NA,0.42027124611136557,0.42027124611136557,0.42027124611136557
Switzerland,Women,1930-1939,High,23.475881742370316,5.487957983054454,2.5187780310371295
Switzerland,Women,1930-1939,Low,30.04262135268097,5.712231593195096,2.4640227469995413
Switzerland,Women,1940-1949,High,41.96850862476724,7.487675317868179,1.5645069293954794
Switzerland,Women,1940-1949,Low,48.06516329646607,8.221562566164899,1.7632312512305894
Switzerland,Women,1940-1949,NA,0.45920265288204476,0,NA
Switzerland,Women,1950-1959,High,38.45172610328055,6.286969857396453,0.6528655620583947
Switzerland,Women,1950-1959,Low,72.37754693035997,16.850507339396405,3.5265411880473465
Switzerland,Women,1950-1959,NA,0.1501146312656445,0.1501146312656445,0.1501146312656445
Switzerland,Women,1960-1969,High,55.69542067051955,12.83741572116764,1.5847775218787632
Switzerland,Women,1960-1969,Low,71.06364066947405,12.768890132529691,3.1265535068565526
Switzerland,Women,1960-1969,NA,0.30351487664789545,0,NA
Switzerland,Women,1970-1979,High,22.454866523352823,5.90556055089754,0.7505765999010077
Switzerland,Women,1970-1979,Low,42.965252339465195,9.323483693504018,2.6338985859244524
Switzerland,Women,1970-1979,NA,0.9473904193594898,0.4729621411631797,0
Switzerland,Women,1980-1989,High,7.835307639406585,1.8378868012910559,0.4464905726742643
Switzerland,Women,1980-1989,Low,12.091655777580327,3.161239490276561,0.4371886764471391
Switzerland,Women,1980-1989,NA,0.9713772244314427,0.4729621411631797,0
Tanzania,Men,1960-1969,High,206.7900504283607,9.753659918904305,3.455978035926819
